player_id,season,week,format,position,score,vor,tier,debug_components
00-0038611,2024,6,redraft,RB,33.948984263233186,-14.033905579399153,3,"{'opp': 28.433476394849784, 'eff': 37.12446351931331, 'role': 64.09155937052932, 'team': 37.05293276108727, 'health': 0.0, 'sos': 8.200000000000003}"
00-0038614,2024,6,redraft,RB,42.450715307582264,-5.532174535050075,2,"{'opp': 50.75107296137339, 'eff': 22.21030042918455, 'role': 63.37625178826895, 'team': 49.64234620886981, 'health': 0.0, 'sos': 14.0}"
00-0038622,2024,6,redraft,RB,32.9812017167382,-15.001688125894141,3,"{'opp': 59.54935622317597, 'eff': 19.74248927038627, 'role': 0.0, 'team': 18.454935622317596, 'health': 0.0, 'sos': 7.799999999999997}"
00-0038636,2024,6,redraft,RB,42.477639484978546,-5.505250357653793,2,"{'opp': 50.53648068669528, 'eff': 28.96995708154506, 'role': 66.38054363376251, 'team': 36.05150214592275, 'health': 0.0, 'sos': 7.600000000000001}"
00-0038656,2024,6,redraft,RB,28.659198855507867,-19.323690987124472,3,"{'opp': 31.86695278969957, 'eff': 42.48927038626609, 'role': 13.447782546494992, 'team': 38.340486409155936, 'health': 0.0, 'sos': -0.6000000000000014}"
00-0038678,2024,6,redraft,RB,30.687210300429186,-17.295679542203153,3,"{'opp': 31.11587982832618, 'eff': 13.948497854077255, 'role': 46.78111587982833, 'team': 67.38197424892702, 'health': 0.0, 'sos': 2.799999999999997}"
00-0038685,2024,6,redraft,RB,22.026058655221746,-25.956831187410593,4,"{'opp': 25.643776824034333, 'eff': 39.806866952789704, 'role': 6.008583690987124, 'team': 20.88698140200286, 'health': 0.0, 'sos': -9.299999999999997}"
00-0038705,2024,6,redraft,RB,45.53530042918456,-2.44758941344778,1,"{'opp': 58.690987124463526, 'eff': 26.50214592274678, 'role': 53.791130185979966, 'team': 61.80257510729614, 'health': 0.0, 'sos': -8.5}"
00-0038714,2024,6,redraft,RB,33.97795422031473,-14.00493562231761,3,"{'opp': 38.30472103004292, 'eff': 25.321888412017167, 'role': 32.33190271816881, 'team': 66.66666666666667, 'health': 0.0, 'sos': 3.200000000000003}"
00-0038727,2024,6,redraft,RB,34.38696709585121,-13.595922746781127,3,"{'opp': 42.48927038626609, 'eff': 18.991416309012877, 'role': 27.467811158798284, 'team': 68.38340486409156, 'health': 0.0, 'sos': 10.200000000000003}"
00-0038738,2024,6,redraft,RB,36.95649499284693,-11.026394849785412,2,"{'opp': 41.63090128755365, 'eff': 39.91416309012875, 'role': 30.04291845493562, 'team': 63.23319027181689, 'health': 0.0, 'sos': -11.799999999999997}"
00-0038794,2024,6,redraft,RB,43.59017882689557,-4.392711015736772,2,"{'opp': 66.63090128755366, 'eff': 23.390557939914164, 'role': 11.731044349070102, 'team': 74.53505007153076, 'health': 0.0, 'sos': -5.700000000000003}"
00-0038797,2024,6,redraft,RB,35.20166666666667,-12.781223175965671,2,"{'opp': 51.39484978540773, 'eff': 28.755364806866954, 'role': 17.453505007153076, 'team': 39.19885550786838, 'health': 0.0, 'sos': -4.299999999999997}"
00-0038830,2024,6,redraft,RB,31.6414234620887,-16.34146638054364,3,"{'opp': 37.23175965665236, 'eff': 46.24463519313305, 'role': 3.2904148783977107, 'team': 47.4964234620887, 'health': 0.0, 'sos': 7.899999999999999}"
00-0038862,2024,6,redraft,RB,32.451258941344776,-15.531630901287564,3,"{'opp': 37.33905579399141, 'eff': 19.957081545064376, 'role': 51.78826895565093, 'team': 33.19027181688126, 'health': 0.0, 'sos': 11.399999999999999}"
00-0038875,2024,6,redraft,RB,25.666723891273246,-22.316165951359093,3,"{'opp': 25.429184549356222, 'eff': 24.570815450643774, 'role': 56.652360515021456, 'team': 11.015736766809729, 'health': 0.0, 'sos': -5.799999999999997}"
00-0038896,2024,6,redraft,RB,31.27927753934192,-16.70361230329042,3,"{'opp': 26.180257510729614, 'eff': 55.90128755364807, 'role': 12.73247496423462, 'team': 61.230329041487835, 'health': 0.0, 'sos': 5.700000000000003}"
00-0038910,2024,6,redraft,RB,20.10908440629471,-27.87380543633763,4,"{'opp': 18.776824034334762, 'eff': 23.175965665236053, 'role': 9.72818311874106, 'team': 55.65092989985694, 'health': 0.0, 'sos': 0.0}"
00-0038930,2024,6,redraft,RB,32.30954935622318,-15.67334048640916,3,"{'opp': 49.67811158798283, 'eff': 34.01287553648069, 'role': 3.147353361945637, 'team': 33.047210300429185, 'health': 0.0, 'sos': -12.5}"
00-0038951,2024,6,redraft,RB,39.05467095851216,-8.928218884120177,2,"{'opp': 39.05579399141631, 'eff': 52.467811158798284, 'role': 53.21888412017168, 'team': 27.181688125894137, 'health': 0.0, 'sos': 5.700000000000003}"
00-0038965,2024,6,redraft,RB,47.44930615164522,-0.5335836909871219,1,"{'opp': 72.74678111587983, 'eff': 43.562231759656655, 'role': 1.4306151645207439, 'team': 58.51216022889843, 'health': 0.0, 'sos': -1.2999999999999972}"
00-0039021,2024,6,redraft,RB,36.997539341917026,-10.985350500715313,2,"{'opp': 31.545064377682404, 'eff': 39.05579399141631, 'role': 63.09012875536481, 'team': 53.07582260371961, 'health': 0.0, 'sos': 4.399999999999999}"
00-0039032,2024,6,redraft,RB,46.38298998569385,-1.5998998569384923,1,"{'opp': 52.896995708154506, 'eff': 53.96995708154506, 'role': 42.91845493562232, 'team': 53.07582260371961, 'health': 0.0, 'sos': 0.7999999999999972}"
00-0039040,2024,6,redraft,RB,41.37917024320458,-6.603719599427762,2,"{'opp': 46.137339055793994, 'eff': 25.536480686695278, 'role': 58.082975679542194, 'team': 63.37625178826895, 'health': 0.0, 'sos': 9.200000000000003}"
00-0039046,2024,6,redraft,RB,37.5211087267525,-10.461781115879838,2,"{'opp': 38.09012875536481, 'eff': 42.48927038626609, 'role': 37.48211731044349, 'team': 57.65379113018597, 'health': 0.0, 'sos': 9.899999999999999}"
00-0039136,2024,6,redraft,RB,42.920443490701004,-5.062446351931335,2,"{'opp': 54.07725321888412, 'eff': 45.70815450643777, 'role': 33.61945636623748, 'team': 37.911301859799714, 'health': 0.0, 'sos': 12.200000000000003}"
00-0039139,2024,6,redraft,RB,44.87800429184549,-3.1048855507868467,1,"{'opp': 71.45922746781116, 'eff': 36.587982832618025, 'role': 7.86838340486409, 'team': 39.48497854077254, 'health': 0.0, 'sos': 5.5}"
00-0039165,2024,6,redraft,RB,36.41527181688126,-11.56761802575108,2,"{'opp': 27.789699570815458, 'eff': 63.30472103004291, 'role': 33.19027181688126, 'team': 67.95422031473534, 'health': 0.0, 'sos': -10.5}"
00-0039228,2024,6,redraft,RB,34.435236051502145,-13.547653791130195,3,"{'opp': 31.652360515021456, 'eff': 30.686695278969957, 'role': 66.09442060085837, 'team': 41.201716738197426, 'health': 0.0, 'sos': 0.3999999999999986}"
00-0039230,2024,6,redraft,RB,51.84902718168813,3.86613733905579,1,"{'opp': 68.56223175965665, 'eff': 46.13733905579399, 'role': 42.346208869814014, 'team': 56.366237482117306, 'health': 0.0, 'sos': -4.399999999999999}"
00-0039244,2024,6,redraft,RB,52.81595851216023,4.83306866952789,1,"{'opp': 75.42918454935622, 'eff': 50.75107296137339, 'role': 35.1931330472103, 'team': 40.48640915593705, 'health': 0.0, 'sos': -12.100000000000001}"
00-0039266,2024,6,redraft,RB,40.596838340486414,-7.386051502145925,2,"{'opp': 59.227467811158796, 'eff': 17.381974248927037, 'role': 27.467811158798284, 'team': 65.37911301859799, 'health': 0.0, 'sos': -3.799999999999997}"
00-0039271,2024,6,redraft,RB,29.954992846924178,-18.02789699570816,3,"{'opp': 36.802575107296136, 'eff': 48.39055793991416, 'role': 2.0028612303290414, 'team': 37.05293276108727, 'health': 0.0, 'sos': -5.799999999999997}"
00-0039299,2024,6,redraft,RB,38.24231759656652,-9.740572246065817,2,"{'opp': 56.866952789699575, 'eff': 19.098712446351932, 'role': 23.74821173104435, 'team': 51.502145922746784, 'health': 0.0, 'sos': 2.3999999999999986}"
00-0039302,2024,6,redraft,RB,47.82163805436339,-0.16125178826894881,1,"{'opp': 74.24892703862662, 'eff': 37.98283261802575, 'role': 2.0028612303290414, 'team': 63.37625178826895, 'health': 0.0, 'sos': 3.5}"
00-0039308,2024,6,redraft,RB,42.92002861230329,-5.062861230329048,2,"{'opp': 71.56652360515022, 'eff': 9.978540772532188, 'role': 39.19885550786838, 'team': 26.895565092989983, 'health': 0.0, 'sos': 3.0}"
00-0039311,2024,6,redraft,RB,37.89143061516452,-10.091459227467816,2,"{'opp': 26.716738197424892, 'eff': 51.39484978540773, 'role': 57.51072961373391, 'team': 63.23319027181689, 'health': 0.0, 'sos': 12.799999999999997}"
00-0039325,2024,6,redraft,RB,38.38536480686695,-9.597525035765386,2,"{'opp': 71.24463519313305, 'eff': 18.776824034334762, 'role': 0.7153075822603719, 'team': 28.326180257510728, 'health': 0.0, 'sos': -7.399999999999999}"
00-0039344,2024,6,redraft,RB,46.03137339055793,-1.951516452074408,1,"{'opp': 53.11158798283261, 'eff': 50.53648068669528, 'role': 44.34907010014306, 'team': 60.51502145922746, 'health': 0.0, 'sos': -13.600000000000001}"
00-0039361,2024,6,redraft,RB,30.44422746781116,-17.53866237482118,3,"{'opp': 34.656652360515025, 'eff': 35.622317596566525, 'role': 17.02432045779685, 'team': 49.35622317596566, 'health': 0.0, 'sos': 4.700000000000003}"
00-0039363,2024,6,redraft,RB,25.52369814020029,-22.45919170243205,3,"{'opp': 9.763948497854077, 'eff': 50.64377682403433, 'role': 40.34334763948498, 'team': 52.64663805436337, 'health': 0.0, 'sos': -6.299999999999997}"
00-0039364,2024,6,redraft,RB,40.00788984263233,-7.9750000000000085,2,"{'opp': 48.39055793991416, 'eff': 24.46351931330472, 'role': 59.227467811158796, 'team': 42.20314735336195, 'health': 0.0, 'sos': 4.700000000000003}"
00-0039373,2024,6,redraft,RB,43.18995708154507,-4.792932761087272,2,"{'opp': 62.12446351931331, 'eff': 7.725321888412017, 'role': 51.216022889842634, 'team': 55.36480686695279, 'health': 0.0, 'sos': 9.399999999999999}"
00-0039384,2024,6,redraft,RB,31.039785407725326,-16.943104434907013,3,"{'opp': 43.4549356223176, 'eff': 15.343347639484978, 'role': 17.59656652360515, 'team': 58.36909871244635, 'health': 0.0, 'sos': -1.2000000000000028}"
00-0039385,2024,6,redraft,RB,46.73356223175966,-1.249327610872676,1,"{'opp': 79.93562231759657, 'eff': 24.24892703862661, 'role': 18.884120171673818, 'team': 30.90128755364807, 'health': 0.0, 'sos': -0.20000000000000284}"
00-0039391,2024,6,redraft,RB,49.129885550786845,1.1469957081545061,1,"{'opp': 66.95278969957081, 'eff': 28.433476394849784, 'role': 52.64663805436337, 'team': 52.07439198855508, 'health': 0.0, 'sos': 4.200000000000003}"
00-0039393,2024,6,redraft,RB,28.827811158798283,-19.155078683834056,3,"{'opp': 21.566523605150213, 'eff': 34.97854077253219, 'role': 35.7653791130186, 'team': 66.52360515021459, 'health': 0.0, 'sos': 2.200000000000003}"
00-0039405,2024,6,redraft,RB,41.60521459227468,-6.377675250357662,2,"{'opp': 49.892703862660944, 'eff': 21.244635193133046, 'role': 62.80400572246066, 'team': 52.78969957081546, 'health': 0.0, 'sos': 4.100000000000001}"
00-0039407,2024,6,redraft,RB,30.89025035765379,-17.092639484978548,3,"{'opp': 26.394849785407725, 'eff': 46.88841201716738, 'role': 34.763948497854074, 'team': 37.05293276108727, 'health': 0.0, 'sos': 14.299999999999997}"
00-0039455,2024,6,redraft,RB,52.54062947067239,4.5577396280400535,1,"{'opp': 82.2961373390558, 'eff': 47.74678111587983, 'role': 16.88125894134478, 'team': 30.758226037195993, 'health': 0.0, 'sos': 7.0}"
00-0039466,2024,6,redraft,RB,59.38721745350501,11.40432761087267,1,"{'opp': 92.91845493562232, 'eff': 48.92703862660944, 'role': 22.60371959942776, 'team': 40.629470672389125, 'health': 0.0, 'sos': 6.700000000000003}"
00-0039471,2024,6,redraft,RB,43.931323319027186,-4.051566523605153,1,"{'opp': 60.62231759656652, 'eff': 31.759656652360515, 'role': 43.77682403433476, 'team': 44.77825464949928, 'health': 0.0, 'sos': -14.899999999999999}"
00-0039503,2024,6,redraft,RB,31.184284692417737,-16.798605150214602,3,"{'opp': 28.862660944206006, 'eff': 47.96137339055794, 'role': 1.1444921316165952, 'team': 79.97138769670958, 'health': 0.0, 'sos': 8.700000000000003}"
00-0039516,2024,6,redraft,RB,29.16730329041488,-18.81558655221746,3,"{'opp': 23.712446351931334, 'eff': 38.30472103004292, 'role': 58.082975679542194, 'team': 28.183118741058653, 'health': 0.0, 'sos': -13.899999999999999}"
00-0039529,2024,6,redraft,RB,39.47537195994278,-8.507517882689562,2,"{'opp': 51.71673819742489, 'eff': 42.81115879828326, 'role': 4.577968526466381, 'team': 72.38912732474965, 'health': 0.0, 'sos': -5.700000000000003}"
00-0039554,2024,6,redraft,RB,35.77346924177397,-12.209420600858373,2,"{'opp': 50.75107296137339, 'eff': 34.871244635193136, 'role': 8.869814020028612, 'team': 50.35765379113019, 'health': 0.0, 'sos': -8.100000000000001}"
00-0039557,2024,6,redraft,RB,54.77845493562233,6.795565092989989,1,"{'opp': 74.89270386266094, 'eff': 43.776824034334766, 'role': 51.78826895565093, 'team': 51.93133047210301, 'health': 0.0, 'sos': -12.799999999999997}"
00-0039573,2024,6,redraft,RB,23.199513590844063,-24.783376251788276,4,"{'opp': 28.86266094420601, 'eff': 31.545064377682404, 'role': 5.579399141630901, 'team': 27.75393419170243, 'health': 0.0, 'sos': 5.799999999999997}"
00-0039581,2024,6,redraft,RB,21.0388912732475,-26.94399856938484,4,"{'opp': 21.45922746781116, 'eff': 28.6480686695279, 'role': 22.60371959942776, 'team': 29.470672389127326, 'health': 0.0, 'sos': -13.700000000000003}"
00-0039595,2024,6,redraft,RB,50.44949928469242,2.466609442060083,1,"{'opp': 58.047210300429185, 'eff': 51.93133047210301, 'role': 51.502145922746784, 'team': 66.66666666666667, 'health': 0.0, 'sos': -9.0}"
00-0039603,2024,6,redraft,RB,43.035715307582265,-4.947174535050074,2,"{'opp': 60.30042918454936, 'eff': 41.952789699570815, 'role': 34.763948497854074, 'team': 22.60371959942775, 'health': 0.0, 'sos': 0.7000000000000028}"
00-0039617,2024,6,redraft,RB,49.86593705293277,1.8830472103004325,1,"{'opp': 70.49356223175967, 'eff': 21.24463519313305, 'role': 57.224606580829764, 'team': 58.512160228898416, 'health': 0.0, 'sos': -10.799999999999997}"
00-0039627,2024,6,redraft,RB,49.99590128755365,2.013011444921311,1,"{'opp': 59.54935622317596, 'eff': 52.682403433476395, 'role': 26.895565092989983, 'team': 90.12875536480686, 'health': 0.0, 'sos': -7.700000000000003}"
00-0039629,2024,6,redraft,RB,30.176824034334764,-17.806065808297575,3,"{'opp': 18.13304721030043, 'eff': 51.18025751072962, 'role': 54.93562231759657, 'team': 33.90557939914163, 'health': 0.0, 'sos': 3.0}"
00-0039647,2024,6,redraft,RB,50.04159513590844,2.0587052932760983,1,"{'opp': 65.55793991416309, 'eff': 57.832618025751074, 'role': 37.48211731044349, 'team': 36.76680972818313, 'health': 0.0, 'sos': -6.5}"
00-0039651,2024,6,redraft,RB,37.3994635193133,-10.583426323319038,2,"{'opp': 37.339055793991406, 'eff': 46.03004291845494, 'role': 30.61516452074392, 'team': 65.23605150214593, 'health': 0.0, 'sos': 5.5}"
00-0039652,2024,6,redraft,RB,48.535193133047215,0.5523032904148764,1,"{'opp': 70.27896995708156, 'eff': 32.93991416309013, 'role': 23.17596566523605, 'team': 66.95278969957081, 'health': 0.0, 'sos': 3.0}"
00-0039678,2024,6,redraft,RB,27.917253218884117,-20.065636623748222,3,"{'opp': 35.51502145922747, 'eff': 40.7725321888412, 'role': 6.866952789699571, 'team': 26.609442060085836, 'health': 0.0, 'sos': 1.7999999999999972}"
00-0039684,2024,6,redraft,RB,35.49848354792561,-12.48440629470673,2,"{'opp': 53.54077253218884, 'eff': 38.8412017167382, 'role': 8.44062947067239, 'team': 25.608011444921317, 'health': 0.0, 'sos': -3.799999999999997}"
00-0039686,2024,6,redraft,RB,19.925650929899856,-28.057238912732483,4,"{'opp': 7.832618025751073, 'eff': 38.73390557939914, 'role': 31.330472103004293, 'team': 42.346208869814014, 'health': 0.0, 'sos': -5.600000000000001}"
00-0039687,2024,6,redraft,RB,30.184992846924178,-17.79789699570816,3,"{'opp': 34.656652360515025, 'eff': 38.62660944206009, 'role': 6.008583690987124, 'team': 60.228898426323326, 'health': 0.0, 'sos': -1.2000000000000028}"
00-0039703,2024,6,redraft,RB,42.77565808297568,-5.207231759656658,2,"{'opp': 55.3648068669528, 'eff': 22.21030042918455, 'role': 60.65808297567954, 'team': 40.057224606580824, 'health': 0.0, 'sos': 6.299999999999997}"
00-0039738,2024,6,redraft,RB,39.1025608011445,-8.88032904148784,2,"{'opp': 47.53218884120172, 'eff': 35.836909871244636, 'role': 38.91273247496424, 'team': 41.48783977110157, 'health': 0.0, 'sos': 11.200000000000003}"
00-0039746,2024,6,redraft,RB,39.34760371959942,-8.63528612303292,2,"{'opp': 49.678111587982826, 'eff': 39.48497854077253, 'role': 21.888412017167383, 'team': 60.37195994277539, 'health': 0.0, 'sos': -4.5}"
00-0039757,2024,6,redraft,RB,53.937274678111585,5.954384835479246,1,"{'opp': 67.81115879828326, 'eff': 48.92703862660944, 'role': 64.94992846924178, 'team': 45.493562231759654, 'health': 0.0, 'sos': -13.100000000000001}"
00-0039766,2024,6,redraft,RB,32.721144492131614,-15.261745350500725,3,"{'opp': 23.71244635193133, 'eff': 38.197424892703864, 'role': 55.937052932761084, 'team': 53.505007153075816, 'health': 0.0, 'sos': 13.399999999999999}"
00-0039786,2024,6,redraft,RB,32.8256008583691,-15.15728898426324,3,"{'opp': 50.107296137339056, 'eff': 24.785407725321885, 'role': 25.751072961373392, 'team': 18.025751072961373, 'health': 0.0, 'sos': -6.899999999999999}"
00-0039794,2024,6,redraft,RB,33.80064377682404,-14.1822460658083,3,"{'opp': 52.25321888412017, 'eff': 18.88412017167382, 'role': 32.04577968526466, 'team': 21.030042918454935, 'health': 0.0, 'sos': -8.0}"
00-0039796,2024,6,redraft,RB,54.215987124463524,6.233097281831185,1,"{'opp': 74.67811158798284, 'eff': 38.197424892703864, 'role': 54.64949928469242, 'team': 42.48927038626609, 'health': 0.0, 'sos': 10.5}"
00-0039798,2024,6,redraft,RB,33.17641630901288,-14.80647353361946,3,"{'opp': 26.502145922746784, 'eff': 40.12875536480687, 'role': 48.92703862660944, 'team': 54.506437768240346, 'health': 0.0, 'sos': 8.700000000000003}"
00-0039811,2024,6,redraft,RB,28.451301859799713,-19.531587982832626,3,"{'opp': 33.47639484978541, 'eff': 19.742489270386265, 'role': 16.30901287553648, 'team': 64.52074391988555, 'health': 0.0, 'sos': 10.799999999999997}"
00-0039874,2024,6,redraft,RB,33.33806866952789,-14.644821173104447,3,"{'opp': 33.47639484978541, 'eff': 45.27896995708154, 'role': 52.64663805436337, 'team': 16.30901287553648, 'health': 0.0, 'sos': -6.200000000000003}"
00-0039875,2024,6,redraft,RB,35.19704577968527,-12.78584406294707,2,"{'opp': 47.42489270386267, 'eff': 39.05579399141631, 'role': 12.589413447782547, 'team': 38.91273247496424, 'health': 0.0, 'sos': 5.299999999999997}"
00-0039921,2024,6,redraft,RB,43.439806866952786,-4.543082975679553,2,"{'opp': 49.678111587982826, 'eff': 50.858369098712444, 'role': 60.65808297567954, 'team': 24.89270386266094, 'health': 0.0, 'sos': -13.5}"
00-0039940,2024,6,redraft,RB,37.89526466380544,-10.087625178826897,2,"{'opp': 47.85407725321889, 'eff': 31.75965665236052, 'role': 24.034334763948497, 'team': 56.938483547925614, 'health': 0.0, 'sos': 14.200000000000003}"
00-0029892,2024,7,redraft,RB,41.93854792560801,-6.526058655221746,3,"{'opp': 59.54935622317598, 'eff': 32.832618025751074, 'role': 27.75393419170243, 'team': 47.06723891273248, 'health': 0.0, 'sos': -5.899999999999999}"
00-0030578,2024,7,redraft,RB,48.60056509298999,0.13595851216022936,2,"{'opp': 82.08154506437768, 'eff': 19.63519313304721, 'role': 16.30901287553648, 'team': 48.354792560801144, 'health': 0.0, 'sos': 9.100000000000001}"
00-0031595,2024,7,redraft,RB,27.732095851216027,-20.732510729613733,4,"{'opp': 20.278969957081543, 'eff': 47.42489270386266, 'role': 35.050071530758224, 'team': 43.490701001430615, 'health': 0.0, 'sos': -9.700000000000003}"
00-0031687,2024,7,redraft,RB,36.73168097281832,-11.732925608011442,3,"{'opp': 43.13304721030043, 'eff': 48.497854077253216, 'role': 20.314735336194563, 'team': 40.2002861230329, 'health': 0.0, 'sos': 11.100000000000001}"
00-0032104,2024,7,redraft,RB,37.66951359084406,-10.795092989985697,3,"{'opp': 46.03004291845494, 'eff': 32.40343347639485, 'role': 23.74821173104435, 'team': 71.53075822603721, 'health': 0.0, 'sos': -4.799999999999997}"
00-0032764,2024,7,redraft,RB,28.303898426323318,-20.16070815450644,4,"{'opp': 31.5450643776824, 'eff': 36.05150214592275, 'role': 14.02002861230329, 'team': 42.20314735336194, 'health': 0.0, 'sos': 11.5}"
00-0032918,2024,7,redraft,RB,45.88205293276109,-2.582553648068668,2,"{'opp': 57.081545064377686, 'eff': 46.24463519313304, 'role': 24.320457796852647, 'team': 73.53361945636624, 'health': 0.0, 'sos': -1.1000000000000014}"
00-0033045,2024,7,redraft,RB,29.133733905579398,-19.33087267525036,4,"{'opp': 18.025751072961373, 'eff': 40.987124463519315, 'role': 58.082975679542194, 'team': 45.92274678111588, 'health': 0.0, 'sos': -9.600000000000001}"
00-0033280,2024,7,redraft,RB,36.60047925608012,-11.864127324749639,3,"{'opp': 43.88412017167382, 'eff': 32.18884120171674, 'role': 49.78540772532188, 'team': 24.32045779685265, 'health': 0.0, 'sos': 10.299999999999997}"
00-0033293,2024,7,redraft,RB,41.74778969957082,-6.716816881258936,3,"{'opp': 48.927038626609445, 'eff': 37.23175965665236, 'role': 59.7997138769671, 'team': 35.1931330472103, 'health': 0.0, 'sos': -4.100000000000001}"
00-0033308,2024,7,redraft,RB,55.75123748211731,7.286630901287552,1,"{'opp': 62.55364806866953, 'eff': 55.47210300429185, 'role': 48.497854077253216, 'team': 85.97997138769671, 'health': 0.0, 'sos': 12.700000000000003}"
00-0033376,2024,7,redraft,RB,44.22432761087267,-4.240278969957089,2,"{'opp': 67.7038626609442, 'eff': 39.8068669527897, 'role': 32.33190271816881, 'team': 10.014306151645208, 'health': 0.0, 'sos': -1.1000000000000014}"
00-0033526,2024,7,redraft,RB,29.100765379113025,-19.363841201716735,4,"{'opp': 39.37768240343348, 'eff': 14.699570815450645, 'role': 18.025751072961373, 'team': 54.220314735336196, 'health': 0.0, 'sos': 6.299999999999997}"
00-0033553,2024,7,redraft,RB,28.256723891273246,-20.207882689556513,4,"{'opp': 26.931330472103003, 'eff': 49.78540772532189, 'role': 14.592274678111588, 'team': 41.91702432045779, 'health': 0.0, 'sos': -4.0}"
00-0033556,2024,7,redraft,RB,45.385350500715305,-3.0792560801144546,2,"{'opp': 62.98283261802574, 'eff': 23.81974248927039, 'role': 58.6552217453505, 'team': 35.908440629470675, 'health': 0.0, 'sos': -2.200000000000003}"
00-0033699,2024,7,redraft,RB,43.73572246065808,-4.728884120171678,2,"{'opp': 74.2489270386266, 'eff': 9.656652360515022, 'role': 28.469241773962807, 'team': 43.91988555078684, 'health': 0.0, 'sos': -5.399999999999999}"
00-0033854,2024,7,redraft,RB,41.039341917024316,-7.425264663805443,3,"{'opp': 43.24034334763949, 'eff': 38.8412017167382, 'role': 55.50786838340486, 'team': 57.36766809728183, 'health': 0.0, 'sos': -5.0}"
00-0033893,2024,7,redraft,RB,59.204763948497856,10.740157367668097,1,"{'opp': 86.69527896995709, 'eff': 70.06437768240343, 'role': 22.317596566523605, 'team': 29.613733905579398, 'health': 0.0, 'sos': -2.6000000000000014}"
00-0033897,2024,7,redraft,RB,35.83429899856939,-12.630307582260372,3,"{'opp': 48.06866952789699, 'eff': 27.253218884120173, 'role': 31.759656652360515, 'team': 46.63805436337625, 'health': 0.0, 'sos': -13.5}"
00-0033906,2024,7,redraft,RB,26.51012875536481,-21.95447782546495,4,"{'opp': 23.497854077253216, 'eff': 38.62660944206009, 'role': 6.866952789699571, 'team': 75.10729613733906, 'health': 0.0, 'sos': -6.600000000000001}"
00-0033923,2024,7,redraft,RB,40.00211015736767,-8.462496423462092,3,"{'opp': 50.32188841201717, 'eff': 69.74248927038627, 'role': 0.0, 'team': 36.3376251788269, 'health': 0.0, 'sos': -4.5}"
00-0033925,2024,7,redraft,RB,39.299334763948494,-9.165271816881265,3,"{'opp': 42.48927038626609, 'eff': 40.557939914163086, 'role': 53.21888412017168, 'team': 38.19742489270386, 'health': 0.0, 'sos': 5.299999999999997}"
00-0033948,2024,7,redraft,RB,45.77564377682403,-2.688962804005726,2,"{'opp': 54.07725321888412, 'eff': 45.06437768240343, 'role': 50.92989985693848, 'team': 44.63519313304721, 'health': 0.0, 'sos': 6.5}"
00-0033955,2024,7,redraft,RB,47.07751072961373,-1.3870958512160314,2,"{'opp': 71.88841201716738, 'eff': 45.81545064377683, 'role': 5.007153075822604, 'team': 54.93562231759657, 'health': 0.0, 'sos': -13.600000000000001}"
00-0034115,2024,7,redraft,RB,34.437174535050076,-14.027432045779683,4,"{'opp': 47.96137339055794, 'eff': 9.334763948497855, 'role': 35.050071530758224, 'team': 55.65092989985694, 'health': 0.0, 'sos': 3.299999999999997}"
00-0034184,2024,7,redraft,RB,50.795157367668104,2.3305507868383444,2,"{'opp': 84.01287553648069, 'eff': 37.12446351931331, 'role': 10.157367668097281, 'team': 41.05865522174535, 'health': 0.0, 'sos': -1.2999999999999972}"
00-0034208,2024,7,redraft,RB,41.767896995708156,-6.696709585121603,3,"{'opp': 75.32188841201717, 'eff': 16.201716738197423, 'role': 1.4306151645207439, 'team': 46.78111587982833, 'health': 0.0, 'sos': -5.200000000000003}"
00-0034367,2024,7,redraft,RB,39.40416309012876,-9.060443490700997,3,"{'opp': 57.40343347639485, 'eff': 19.313304721030043, 'role': 15.736766809728183, 'team': 66.09442060085837, 'health': 0.0, 'sos': 14.799999999999997}"
00-0034414,2024,7,redraft,RB,53.895250357653794,5.430643776824034,1,"{'opp': 58.47639484978541, 'eff': 58.798283261802574, 'role': 60.65808297567954, 'team': 67.52503576537912, 'health': 0.0, 'sos': -0.6000000000000014}"
00-0034433,2024,7,redraft,RB,49.349957081545064,0.8853505007153046,2,"{'opp': 75.9656652360515, 'eff': 34.54935622317597, 'role': 14.163090128755366, 'team': 57.51072961373391, 'health': 0.0, 'sos': 7.600000000000001}"
00-0034681,2024,7,redraft,RB,32.54356223175965,-15.921044349070108,4,"{'opp': 38.412017167381975, 'eff': 17.811158798283262, 'role': 53.505007153075816, 'team': 41.201716738197426, 'health': 0.0, 'sos': -9.0}"
00-0034750,2024,7,redraft,RB,35.08198855507868,-13.382618025751079,4,"{'opp': 45.60085836909872, 'eff': 27.253218884120173, 'role': 30.61516452074392, 'team': 50.78683834048641, 'health': 0.0, 'sos': -11.200000000000003}"
00-0034791,2024,7,redraft,RB,51.66894849785408,3.2043419170243226,2,"{'opp': 63.197424892703864, 'eff': 38.84120171673819, 'role': 39.77110157367668, 'team': 88.41201716738198, 'health': 0.0, 'sos': 13.100000000000001}"
00-0034808,2024,7,redraft,RB,53.13635193133047,4.671745350500714,1,"{'opp': 74.35622317596567, 'eff': 39.05579399141631, 'role': 63.09012875536481, 'team': 29.613733905579398, 'health': 0.0, 'sos': -11.200000000000003}"
00-0034838,2024,7,redraft,RB,31.59054363376252,-16.87406294706724,4,"{'opp': 29.184549356223176, 'eff': 53.433476394849784, 'role': 21.030042918454935, 'team': 44.062947067238916, 'health': 0.0, 'sos': 4.200000000000003}"
