player_id,season,week,position,team,snap_pct,routes,tprr,rush_share,target_share,goalline_share,two_min_share,yprr,yac_per_rec,mtf,succ_rate,epa_per_play_qb,team_epa_play,team_pace,team_rz_plays,team_pass_rate,injury_status,dnp_weeks_rolling,sos_ctx
00-0039928,2024,2,WR,CAR,60.104,40.323,0.425,1.0,1.0,1.0,1.0,2.281,5.517,1.634,0.368,0.0,-0.034,61.163,9.7,,healthy,0,57.615
00-0039936,2024,2,TE,DEN,63.257,30.215,0.459,0.461,1.0,1.0,1.0,1.313,7.612,3.209,0.378,0.0,0.146,62.714,11.093,,healthy,0,60.285
00-0039940,2024,2,RB,SEA,60.162,25.276,0.51,1.0,1.0,1.0,1.0,1.511,7.682,2.687,0.425,0.0,0.044,68.486,14.534,,healthy,0,57.988
00-0039941,2024,2,TE,KC,43.532,33.2,0.544,1.0,1.0,1.0,1.0,1.211,8.26,2.508,0.528,0.0,0.092,53.571,12.925,,healthy,0,38.592
00-0039942,2024,2,TE,NO,23.473,29.477,0.596,1.0,1.0,1.0,1.0,2.037,10.626,2.141,0.636,0.0,-0.024,66.995,12.896,,healthy,0,46.293
00-0039952,2024,2,TE,SEA,76.002,21.411,0.74,1.0,1.0,1.0,1.0,1.364,4.949,0.851,0.409,0.0,-0.01,62.253,9.354,,healthy,0,48.379
00-0023459,2024,3,QB,NYJ,77.73,0.0,0.0,1.0,0.0,1.0,1.0,2.005,7.026,3.636,0.451,-0.099,0.064,58.664,7.215,,healthy,0,47.753
00-0024243,2024,3,TE,CHI,37.129,37.285,0.459,0.693,1.0,1.0,1.0,3.259,3.853,0.503,0.612,0.0,0.026,56.013,14.249,,healthy,0,38.388
00-0026143,2024,3,QB,ATL,59.917,0.0,0.0,1.0,0.0,1.0,1.0,2.205,4.759,1.782,0.568,0.206,0.042,54.272,13.225,,healthy,0,49.975
00-0026158,2024,3,QB,IND,54.45,0.0,0.0,1.0,0.0,1.0,1.0,2.15,4.712,1.405,0.546,0.041,0.136,62.154,11.412,,healthy,0,36.895
00-0026300,2024,3,QB,BAL,85.12,0.0,0.0,1.0,0.0,1.0,1.0,3.056,3.846,2.879,0.548,-0.088,0.111,64.973,14.461,,healthy,0,42.297
00-0026498,2024,3,QB,LA,83.844,0.0,0.0,1.0,0.0,1.0,1.0,2.633,10.327,1.209,0.364,0.066,0.022,70.18,9.493,,healthy,0,47.775
00-0027973,2024,3,QB,CAR,44.73,0.0,0.0,1.0,0.0,1.0,1.0,1.283,12.389,3.285,0.388,0.007,-0.006,69.211,12.531,,healthy,0,61.661
00-0028118,2024,3,QB,NYJ,51.831,0.0,0.0,1.0,0.0,1.0,1.0,1.419,8.882,0.863,0.592,0.097,0.015,65.146,15.156,,healthy,0,45.602
00-0028986,2024,3,QB,HOU,41.065,0.0,0.0,1.0,0.0,1.0,1.0,2.979,4.834,1.727,0.324,0.195,-0.03,70.277,14.758,,healthy,0,50.423
00-0029263,2024,3,QB,PIT,97.202,0.0,0.0,1.0,0.0,1.0,1.0,3.21,10.109,2.873,0.548,0.219,0.075,65.547,13.152,,healthy,0,49.122
00-0029604,2024,3,QB,ATL,87.971,0.0,0.0,1.0,0.0,1.0,1.0,3.388,9.645,3.441,0.377,-0.066,0.04,65.893,14.026,,healthy,0,62.992
00-0029892,2024,3,RB,SF,47.181,37.998,0.504,1.0,1.0,1.0,1.0,1.999,3.164,1.43,0.566,0.0,0.03,60.551,7.878,,healthy,0,36.066
00-0030035,2024,3,WR,CAR,59.27,37.257,0.709,1.0,1.0,1.0,1.0,2.735,5.515,1.788,0.458,0.0,0.029,67.839,11.659,,healthy,0,57.596
00-0030061,2024,3,TE,WAS,83.291,20.27,1.041,1.0,1.0,1.0,1.0,1.399,12.318,3.485,0.551,0.0,-0.028,68.82,8.701,,healthy,0,54.81
00-0030279,2024,3,WR,CHI,86.257,27.002,0.717,1.0,1.0,1.0,1.0,2.849,9.888,2.11,0.441,0.0,0.077,71.033,10.731,,healthy,0,52.69
00-0030431,2024,3,WR,HOU,25.852,38.592,0.714,1.0,1.0,1.0,1.0,1.55,9.384,2.776,0.572,0.0,0.074,62.936,12.047,,healthy,0,33.043
00-0030506,2024,3,TE,KC,78.296,34.473,0.48,0.09,1.0,1.0,1.0,2.167,8.958,0.278,0.375,0.0,0.072,57.429,10.378,,healthy,0,49.772
00-0030564,2024,3,WR,KC,92.73,33.153,0.386,1.0,1.0,1.0,1.0,3.351,4.576,3.474,0.571,0.0,0.012,53.773,13.012,,healthy,0,58.366
00-0030565,2024,3,QB,SEA,93.668,0.0,0.0,1.0,0.0,1.0,1.0,2.38,10.509,2.28,0.598,0.003,0.017,71.065,10.006,,healthy,0,48.376
00-0030578,2024,3,RB,PIT,52.988,17.914,0.509,1.0,1.0,1.0,1.0,1.606,5.746,1.254,0.556,0.0,0.143,54.907,8.865,,healthy,0,45.772
00-0031235,2024,3,WR,MIA,25.383,26.769,1.069,1.0,1.0,1.0,1.0,3.38,11.064,3.373,0.613,0.0,-0.042,59.426,14.204,,healthy,0,64.585
00-0031236,2024,3,WR,DAL,82.914,34.808,0.52,1.0,1.0,1.0,1.0,2.07,3.822,1.016,0.478,0.0,0.134,55.805,12.845,,healthy,0,46.285
00-0031237,2024,3,QB,DET,100.0,0.0,0.0,1.0,0.0,1.0,1.0,1.827,2.669,0.513,0.438,-0.044,0.069,57.597,13.105,,healthy,0,48.297
00-0031260,2024,3,TE,SF,47.998,29.95,0.502,0.63,1.0,1.0,1.0,2.328,7.363,0.19,0.633,0.0,0.003,57.403,15.436,,healthy,0,51.436
00-0031280,2024,3,QB,NO,80.044,0.0,0.0,1.0,0.0,1.0,1.0,2.505,9.14,0.526,0.369,0.213,0.042,61.421,10.977,,healthy,0,43.871
00-0031299,2024,3,TE,CAR,76.696,35.303,0.483,1.0,1.0,1.0,1.0,1.19,11.465,0.263,0.438,0.0,0.044,57.089,11.211,,healthy,0,42.499
00-0031345,2024,3,QB,LA,60.671,0.0,0.0,1.0,0.0,1.0,1.0,1.114,4.48,3.749,0.623,-0.095,0.057,60.017,10.512,,healthy,0,46.913
00-0031373,2024,3,WR,WAS,29.731,27.892,1.065,1.0,1.0,1.0,1.0,2.33,4.78,0.91,0.376,0.0,0.12,60.541,14.934,,healthy,0,62.56
00-0031381,2024,3,WR,NYJ,72.807,29.685,0.72,1.0,1.0,1.0,1.0,2.957,8.662,2.199,0.468,0.0,0.016,64.522,14.503,,healthy,0,57.369
00-0031408,2024,3,WR,TB,78.422,40.163,0.801,1.0,1.0,1.0,1.0,0.999,10.189,2.034,0.383,0.0,0.126,74.126,11.376,,healthy,0,60.474
00-0031428,2024,3,WR,DET,64.252,25.352,0.676,1.0,1.0,1.0,1.0,1.937,8.432,3.093,0.552,0.0,0.002,67.147,9.522,,healthy,0,56.11
00-0031484,2024,3,TE,NYG,58.097,29.441,0.85,1.0,1.0,1.0,1.0,2.898,7.953,3.495,0.494,0.0,0.115,62.524,16.288,,healthy,0,37.92
00-0031503,2024,3,QB,CLE,46.277,0.0,0.0,1.0,0.0,1.0,1.0,2.992,5.501,2.322,0.346,-0.067,0.069,61.822,9.743,,healthy,0,47.788
00-0031544,2024,3,WR,BUF,65.355,31.087,0.975,1.0,1.0,1.0,1.0,2.294,7.641,0.608,0.417,0.0,0.141,61.599,13.417,,healthy,0,52.314
00-0031547,2024,3,WR,PHI,26.129,42.145,0.48,1.0,1.0,1.0,1.0,1.05,3.099,0.185,0.417,0.0,0.085,73.281,11.063,,healthy,0,38.127
00-0031549,2024,3,WR,BAL,34.203,32.967,0.694,1.0,1.0,1.0,1.0,1.741,7.986,0.92,0.623,0.0,-0.039,60.76,14.857,,healthy,0,43.012
00-0031585,2024,3,TE,PIT,88.465,21.59,0.425,1.0,1.0,1.0,1.0,3.098,9.381,3.164,0.57,0.0,0.151,54.396,10.017,,healthy,0,56.484
00-0031588,2024,3,WR,HOU,81.914,24.947,0.757,1.0,1.0,1.0,1.0,1.198,3.936,1.785,0.583,0.0,0.088,61.274,7.435,,healthy,0,54.075
00-0031595,2024,3,RB,DEN,74.963,52.62,0.431,1.0,1.0,1.0,1.0,2.606,11.14,2.117,0.396,0.0,-0.027,65.372,14.75,,healthy,0,65.98
00-0031610,2024,3,TE,NYG,92.757,28.763,0.295,1.0,1.0,1.0,1.0,1.686,3.628,3.245,0.388,0.0,0.132,67.135,8.093,,healthy,0,51.412
00-0031687,2024,3,RB,MIA,48.281,45.806,0.508,1.0,1.0,1.0,1.0,2.983,5.279,1.987,0.451,0.0,0.089,67.865,9.303,,healthy,0,45.137
00-0031690,2024,3,TE,LAC,39.678,25.863,0.527,1.0,1.0,1.0,1.0,1.882,7.31,2.968,0.537,0.0,0.07,66.202,11.279,,healthy,0,36.942
00-0031763,2024,3,WR,CHI,47.504,28.373,1.097,1.0,1.0,1.0,1.0,1.567,9.674,2.176,0.356,0.0,-0.035,55.993,9.651,,healthy,0,38.167
00-0031800,2024,3,QB,LAC,83.979,0.0,0.0,1.0,0.0,1.0,1.0,1.335,10.553,2.596,0.537,-0.064,-0.029,57.895,7.754,,healthy,0,50.42
00-0031868,2024,3,WR,BUF,85.49,26.68,0.691,1.0,1.0,1.0,1.0,2.886,7.411,1.838,0.481,0.0,0.066,63.993,13.36,,healthy,0,44.115
00-0031941,2024,3,WR,WAS,44.357,30.832,0.532,1.0,1.0,1.0,1.0,2.691,4.259,0.173,0.373,0.0,0.006,59.597,13.386,,healthy,0,41.735
00-0032104,2024,3,RB,LV,58.325,34.911,0.505,1.0,1.0,1.0,1.0,1.635,7.64,1.462,0.519,0.0,0.026,58.748,15.119,,healthy,0,52.999
00-0032128,2024,3,WR,SF,87.739,27.184,0.701,1.0,1.0,1.0,1.0,1.891,3.677,2.517,0.591,0.0,0.116,62.782,12.025,,healthy,0,37.138
00-0032134,2024,3,TE,PHI,72.404,32.606,0.302,1.0,1.0,1.0,1.0,2.658,5.156,2.737,0.517,0.0,0.014,74.408,10.202,,healthy,0,58.451
00-0032141,2024,3,TE,CLE,67.51,37.713,0.55,1.0,1.0,1.0,1.0,1.209,4.029,3.292,0.496,0.0,0.004,71.557,10.208,,healthy,0,31.104
00-0032156,2024,3,QB,TEN,69.273,0.0,0.0,1.0,0.0,1.0,1.0,1.487,4.21,1.404,0.466,-0.002,0.153,61.449,8.683,,healthy,0,56.798
00-0032208,2024,3,WR,ATL,42.816,35.377,0.544,1.0,1.0,1.0,1.0,1.53,6.807,0.72,0.447,0.0,0.106,54.282,10.465,,healthy,0,55.114
00-0032211,2024,3,WR,SEA,73.039,46.086,0.623,1.0,1.0,1.0,1.0,1.161,6.749,3.563,0.387,0.0,-0.03,63.998,12.311,,healthy,0,66.845
00-0032268,2024,3,QB,WAS,54.67,0.0,0.0,1.0,0.0,1.0,1.0,1.437,11.505,2.571,0.628,0.238,0.105,59.323,13.684,,healthy,0,35.277
00-0032385,2024,3,WR,TB,54.504,30.401,0.925,1.0,1.0,1.0,1.0,2.245,9.953,1.719,0.474,0.0,0.146,52.449,10.993,,healthy,0,56.815
00-0032392,2024,3,TE,NE,59.717,30.446,0.331,0.305,1.0,1.0,1.0,2.425,4.947,0.615,0.505,0.0,0.058,56.821,11.957,,healthy,0,56.636
00-0032394,2024,3,TE,TEN,75.149,28.747,0.428,1.0,1.0,1.0,1.0,0.963,5.054,3.32,0.398,0.0,-0.02,63.36,12.333,,healthy,0,61.011
00-0032398,2024,3,WR,WAS,75.753,43.865,0.411,1.0,1.0,1.0,1.0,0.996,7.268,2.206,0.42,0.0,-0.02,56.051,14.032,,healthy,0,42.232
00-0032434,2024,3,QB,SF,50.3,0.0,0.0,1.0,0.0,1.0,1.0,3.234,9.316,2.76,0.466,0.047,-0.024,59.569,12.23,,healthy,0,66.026
00-0032436,2024,3,QB,WAS,65.411,0.0,0.0,1.0,0.0,1.0,1.0,1.228,10.72,1.049,0.602,-0.049,0.129,63.468,13.955,,healthy,0,55.919
00-0032464,2024,3,WR,DET,28.694,26.91,0.605,1.0,1.0,1.0,1.0,1.624,5.692,1.549,0.502,0.0,0.009,60.947,10.342,,healthy,0,44.492
00-0032543,2024,3,WR,HOU,68.711,39.47,0.343,1.0,1.0,1.0,1.0,1.697,5.916,2.607,0.439,0.0,0.135,74.192,13.685,,healthy,0,46.432
00-0032688,2024,3,WR,MIA,43.024,35.426,0.631,1.0,1.0,1.0,1.0,1.627,10.215,1.981,0.401,0.0,-0.05,54.157,15.367,,healthy,0,55.483
00-0032764,2024,3,RB,BAL,67.363,17.302,0.474,1.0,1.0,1.0,1.0,2.557,3.605,3.233,0.441,0.0,-0.03,59.31,11.856,,healthy,0,51.488
00-0032775,2024,3,WR,LA,58.986,29.682,0.319,1.0,1.0,1.0,1.0,1.733,4.628,1.267,0.381,0.0,0.092,67.664,12.151,,healthy,0,33.383
00-0032791,2024,3,WR,ATL,19.624,39.335,0.77,0.949,1.0,1.0,1.0,3.145,7.68,1.978,0.374,0.0,-0.025,57.043,8.518,,healthy,0,51.549
00-0032792,2024,3,QB,DET,97.503,0.0,0.0,1.0,0.0,1.0,1.0,3.205,4.696,4.081,0.519,0.161,0.134,63.327,15.688,,healthy,0,41.681
00-0032918,2024,3,RB,MIN,43.025,32.919,0.463,1.0,1.0,1.0,1.0,2.068,5.467,0.823,0.558,0.0,0.059,70.955,8.674,,healthy,0,40.009
00-0032950,2024,3,QB,KC,55.649,0.0,0.0,1.0,0.0,1.0,1.0,2.171,7.826,2.772,0.53,-0.057,0.133,62.05,7.684,,healthy,0,44.699
00-0032951,2024,3,WR,IND,40.618,33.87,0.744,1.0,1.0,1.0,1.0,3.313,3.167,3.654,0.458,0.0,0.129,62.899,13.022,,healthy,0,39.718
00-0032977,2024,3,WR,CLE,56.001,40.415,0.694,1.0,1.0,1.0,1.0,1.102,3.257,3.783,0.598,0.0,0.014,58.541,10.464,,healthy,0,61.853
00-0033009,2024,3,WR,TEN,37.151,35.24,0.545,1.0,1.0,1.0,1.0,1.123,8.104,0.767,0.408,0.0,0.086,63.501,13.992,,healthy,0,49.158
00-0033040,2024,3,WR,MIA,79.954,24.392,0.457,1.0,1.0,1.0,1.0,1.447,10.618,0.921,0.556,0.0,0.112,63.362,13.574,,healthy,0,41.373
00-0033045,2024,3,RB,LAC,43.918,38.992,0.486,1.0,1.0,1.0,1.0,1.179,8.655,2.955,0.672,0.0,0.04,58.824,11.476,,healthy,0,40.864
00-0033077,2024,3,QB,DAL,89.038,0.0,0.0,1.0,0.0,1.0,1.0,1.885,8.556,2.528,0.483,0.133,0.044,67.67,13.41,,healthy,0,36.199
00-0033090,2024,3,TE,NE,32.837,30.322,0.674,1.0,1.0,1.0,1.0,1.249,6.669,0.105,0.551,0.0,0.091,75.092,10.537,,healthy,0,47.458
00-0033106,2024,3,QB,DET,53.668,0.0,0.0,1.0,0.0,1.0,1.0,1.066,3.778,0.945,0.473,0.114,0.07,74.619,14.522,,healthy,0,50.944
00-0033110,2024,3,TE,LA,80.837,25.074,0.751,1.0,1.0,1.0,1.0,2.425,4.768,0.829,0.397,0.0,0.044,59.596,13.425,,healthy,0,47.327
00-0033119,2024,3,QB,NE,68.294,0.0,0.0,1.0,0.0,1.0,1.0,2.123,7.216,0.0,0.448,0.208,0.115,63.382,9.41,,healthy,0,52.938
00-0033217,2024,3,TE,IND,87.796,34.18,0.296,0.597,1.0,1.0,1.0,1.989,6.617,0.514,0.566,0.0,-0.025,67.615,13.179,,healthy,0,37.312
00-0033246,2024,3,TE,MIN,28.689,35.038,0.494,1.0,1.0,1.0,1.0,1.122,5.003,0.49,0.447,0.0,0.044,50.375,12.191,,healthy,0,57.933
00-0033251,2024,3,WR,ARI,71.164,26.821,1.001,1.0,1.0,1.0,1.0,1.366,5.409,1.006,0.417,0.0,0.064,60.119,10.373,,healthy,0,49.571
00-0033275,2024,3,QB,SEA,65.918,0.0,0.0,1.0,0.0,1.0,1.0,2.309,8.815,1.215,0.466,0.006,-0.016,65.474,10.076,,healthy,0,44.449
00-0033280,2024,3,RB,SF,74.092,34.525,0.471,1.0,1.0,1.0,1.0,1.851,10.345,1.099,0.35,0.0,0.05,63.618,8.997,,healthy,0,46.997
00-0033282,2024,3,WR,BUF,69.436,26.239,1.267,1.0,1.0,1.0,1.0,1.257,6.354,2.607,0.342,0.0,0.095,60.869,10.567,,healthy,0,50.062
00-0033288,2024,3,TE,SF,65.389,30.682,0.607,1.0,1.0,1.0,1.0,2.312,3.714,4.078,0.515,0.0,0.082,58.844,12.29,,healthy,0,40.803
00-0033292,2024,3,WR,SF,75.442,25.241,0.537,1.0,1.0,1.0,1.0,2.993,10.467,2.299,0.604,0.0,0.012,65.632,13.611,,healthy,0,57.948
00-0033293,2024,3,RB,MIN,93.666,26.409,0.432,1.0,1.0,1.0,1.0,2.412,11.707,3.743,0.595,0.0,-0.032,70.838,10.785,,healthy,0,40.05
00-0033307,2024,3,WR,NE,62.894,40.015,0.291,1.0,1.0,1.0,1.0,2.725,9.345,1.506,0.592,0.0,-0.006,61.132,14.097,,healthy,0,47.258
00-0033308,2024,3,RB,SF,61.874,47.271,0.497,1.0,1.0,1.0,1.0,1.93,6.33,2.951,0.508,0.0,0.049,66.788,8.791,,healthy,0,42.565
00-0033319,2024,3,QB,MIN,80.738,0.0,0.0,1.0,0.0,1.0,1.0,1.719,7.781,1.892,0.59,-0.019,0.009,63.123,12.992,,healthy,0,33.89
00-0033357,2024,3,TE,NO,84.568,32.317,0.584,0.956,1.0,1.0,1.0,1.85,4.414,2.577,0.368,0.0,0.055,67.003,12.333,,healthy,0,53.669
00-0033375,2024,3,WR,DET,83.737,25.282,0.664,1.0,1.0,1.0,1.0,1.314,5.721,2.449,0.358,0.0,0.082,61.82,10.748,,healthy,0,57.326
00-0033376,2024,3,RB,BAL,60.375,37.17,0.505,1.0,1.0,1.0,1.0,1.194,7.312,0.191,0.412,0.0,0.113,62.701,11.866,,healthy,0,52.528
00-0033387,2024,3,TE,CAR,56.715,22.408,0.667,1.0,1.0,1.0,1.0,1.996,12.359,1.576,0.359,0.0,0.134,56.545,10.299,,healthy,0,39.964
00-0033439,2024,3,TE,SEA,47.136,26.405,0.436,0.489,1.0,1.0,1.0,1.826,5.627,1.58,0.431,0.0,0.115,66.676,10.312,,healthy,0,53.928
00-0033455,2024,3,TE,KC,65.506,23.996,0.631,1.0,1.0,1.0,1.0,2.535,10.321,1.377,0.635,0.0,0.125,59.404,10.144,,healthy,0,53.502
00-0033460,2024,3,WR,PHI,46.13,40.634,0.566,1.0,1.0,1.0,1.0,1.902,3.046,3.482,0.455,0.0,0.088,61.098,9.847,,healthy,0,59.502
00-0033466,2024,3,WR,MIA,68.628,23.508,0.615,1.0,1.0,1.0,1.0,2.596,3.209,1.641,0.367,0.0,0.042,58.36,13.72,,healthy,0,46.076
00-0033526,2024,3,RB,KC,61.642,31.852,0.466,1.0,1.0,1.0,1.0,1.051,6.179,2.753,0.564,0.0,0.13,57.193,7.261,,healthy,0,59.274
00-0033536,2024,3,WR,PIT,61.834,46.735,0.306,1.0,1.0,1.0,1.0,1.209,4.843,2.102,0.537,0.0,0.027,57.613,14.576,,healthy,0,48.867
00-0033537,2024,3,QB,CLE,45.256,0.0,0.0,1.0,0.0,0.772,0.526,1.794,7.859,0.525,0.554,-0.054,0.11,69.599,9.838,,healthy,0,61.145
00-0033553,2024,3,RB,ARI,72.821,29.26,0.444,1.0,1.0,1.0,1.0,1.017,6.078,3.175,0.375,0.0,-0.015,68.273,13.984,,healthy,0,52.759
00-0033555,2024,3,WR,BUF,39.811,35.464,0.87,1.0,1.0,1.0,1.0,1.649,5.615,1.915,0.492,0.0,0.104,62.058,14.073,,healthy,0,45.879
00-0033556,2024,3,RB,NYJ,75.556,14.57,0.443,1.0,1.0,1.0,1.0,1.257,3.093,1.858,0.508,0.0,-0.009,64.504,14.362,,healthy,0,32.864
00-0033572,2024,3,WR,PIT,22.429,30.779,0.437,0.093,1.0,1.0,1.0,2.189,10.395,1.362,0.577,0.0,0.06,57.848,9.876,,healthy,0,35.06
00-0033576,2024,3,TE,SF,63.0,30.269,0.682,1.0,1.0,1.0,1.0,1.645,3.96,3.972,0.322,0.0,0.018,56.462,10.017,,healthy,0,39.845
00-0033589,2024,3,WR,CAR,29.772,24.898,1.364,1.0,1.0,1.0,1.0,1.041,8.518,2.373,0.555,0.0,0.0,75.091,12.945,,healthy,0,41.595
00-0033591,2024,3,WR,WAS,37.301,45.87,0.516,1.0,1.0,1.0,1.0,1.13,5.904,0.186,0.421,0.0,0.053,67.589,13.667,,healthy,0,38.122
00-0033662,2024,3,QB,DAL,38.141,0.0,0.0,1.0,0.0,1.0,1.0,0.984,9.005,0.801,0.411,-0.046,0.12,69.528,12.722,,healthy,0,44.058
00-0033699,2024,3,RB,WAS,61.174,41.7,0.44,1.0,1.0,1.0,1.0,1.152,6.034,0.356,0.384,0.0,0.008,75.288,13.184,,healthy,0,58.116
00-0033757,2024,3,TE,KC,79.222,28.628,0.343,1.0,1.0,1.0,1.0,2.251,3.283,1.151,0.464,0.0,0.115,57.364,14.321,,healthy,0,40.798
00-0033854,2024,3,RB,HOU,48.406,41.584,0.485,1.0,1.0,1.0,1.0,1.918,10.187,2.445,0.566,0.0,0.021,65.021,14.851,,healthy,0,38.786
00-0033857,2024,3,WR,KC,45.19,29.168,0.782,0.097,1.0,1.0,1.0,2.975,8.877,3.032,0.494,0.0,0.011,66.62,9.764,,healthy,0,41.068
00-0033858,2024,3,TE,MIA,43.297,36.577,0.228,1.0,1.0,1.0,1.0,3.174,5.668,1.239,0.386,0.0,0.05,51.78,12.168,,healthy,0,51.433
00-0033869,2024,3,QB,BUF,75.685,0.0,0.0,1.0,0.0,1.0,1.0,1.21,5.926,2.869,0.353,0.051,0.138,62.602,13.091,,healthy,0,62.627
00-0033873,2024,3,QB,KC,67.623,0.0,0.0,1.0,0.0,1.0,1.0,1.38,10.282,0.871,0.414,0.01,-0.01,52.965,7.803,,healthy,0,39.906
00-0033881,2024,3,TE,JAX,61.236,41.289,0.346,1.0,1.0,1.0,1.0,1.839,10.284,2.996,0.607,0.0,-0.043,73.227,13.787,,healthy,0,56.205
00-0033885,2024,3,TE,CLE,20.568,22.205,0.374,0.091,1.0,1.0,1.0,1.425,6.632,1.412,0.464,0.0,0.109,74.418,8.569,,healthy,0,36.672
00-0033891,2024,3,WR,ARI,55.803,40.595,0.684,1.0,1.0,1.0,1.0,2.468,11.674,0.208,0.537,0.0,-0.021,67.46,12.408,,healthy,0,34.954
00-0033893,2024,3,RB,DAL,45.484,25.734,0.496,1.0,1.0,1.0,1.0,2.988,9.396,1.34,0.354,0.0,0.141,73.664,7.477,,healthy,0,36.246
00-0033895,2024,3,TE,CHI,83.287,17.906,0.744,1.0,1.0,1.0,1.0,1.534,10.635,3.718,0.382,0.0,0.079,62.434,10.065,,healthy,0,44.42
00-0033897,2024,3,RB,HOU,76.167,21.015,0.499,1.0,1.0,1.0,1.0,2.957,6.031,0.386,0.56,0.0,0.003,63.705,9.608,,healthy,0,38.243
00-0033906,2024,3,RB,NO,91.305,22.269,0.489,1.0,1.0,1.0,1.0,2.842,7.703,0.694,0.592,0.0,-0.032,52.682,9.233,,healthy,0,65.67
00-0033908,2024,3,WR,LA,37.977,31.923,0.642,1.0,1.0,1.0,1.0,3.377,9.501,0.484,0.344,0.0,0.06,65.138,11.216,,healthy,0,46.896
00-0033921,2024,3,WR,TB,61.516,24.037,1.02,1.0,1.0,1.0,1.0,1.483,3.771,2.005,0.616,0.0,0.004,52.045,16.164,,healthy,0,39.57
00-0033923,2024,3,RB,KC,54.155,41.649,0.431,1.0,1.0,1.0,1.0,3.319,4.798,0.287,0.575,0.0,0.035,68.592,15.347,,healthy,0,61.715
00-0033925,2024,3,RB,CLE,59.463,38.468,0.516,1.0,1.0,1.0,1.0,3.046,9.888,0.606,0.463,0.0,0.085,64.37,9.205,,healthy,0,37.272
00-0033936,2024,3,QB,JAX,42.503,0.0,0.0,1.0,0.0,0.828,0.579,3.15,8.45,0.382,0.512,0.113,0.087,51.737,12.978,,healthy,0,54.193
00-0033943,2024,3,WR,JAX,40.198,40.129,0.301,0.462,1.0,1.0,1.0,1.709,3.599,3.405,0.392,0.0,-0.041,67.782,12.637,,healthy,0,42.896
00-0033948,2024,3,RB,NO,37.395,21.626,0.49,1.0,1.0,1.0,1.0,2.344,3.878,0.182,0.63,0.0,0.123,67.06,11.228,,healthy,0,50.369
00-0033949,2024,3,QB,SF,85.896,0.0,0.0,1.0,0.0,1.0,1.0,3.271,9.156,3.109,0.499,-0.017,0.012,61.561,15.158,,healthy,0,52.717
00-0033955,2024,3,RB,WAS,96.832,41.652,0.446,1.0,1.0,1.0,1.0,2.637,4.052,3.068,0.393,0.0,-0.031,51.109,10.91,,healthy,0,37.683
00-0033958,2024,3,QB,ATL,96.175,0.0,0.0,1.0,0.0,1.0,1.0,2.442,8.273,2.785,0.44,0.175,-0.038,68.734,14.827,,healthy,0,39.005
00-0034054,2024,3,WR,MIA,23.958,26.472,0.874,1.0,1.0,1.0,1.0,2.658,9.199,1.741,0.614,0.0,0.098,65.052,13.966,,healthy,0,43.509
00-0034073,2024,3,TE,ATL,70.863,28.32,0.799,1.0,1.0,1.0,1.0,2.954,4.978,0.409,0.509,0.0,0.125,61.378,11.287,,healthy,0,38.022
00-0034104,2024,3,WR,CAR,55.544,36.141,0.634,1.0,1.0,1.0,1.0,3.328,4.291,2.097,0.317,0.0,0.081,68.784,12.066,,healthy,0,42.035
00-0034115,2024,3,RB,MIA,73.564,29.015,0.453,1.0,1.0,1.0,1.0,2.706,5.08,2.77,0.501,0.0,0.065,60.586,12.762,,healthy,0,45.781
00-0034159,2024,3,TE,LAC,61.532,24.621,0.839,1.0,1.0,1.0,1.0,2.245,11.325,1.986,0.41,0.0,0.044,63.8,13.369,,healthy,0,56.941
00-0034177,2024,3,QB,NYG,62.112,0.0,0.0,1.0,0.0,0.0,0.0,1.58,6.725,0.996,0.36,0.286,0.095,60.975,7.343,,healthy,0,39.425
00-0034184,2024,3,RB,LAC,45.78,38.385,0.44,1.0,1.0,1.0,1.0,2.107,7.438,1.8,0.378,0.0,0.015,63.003,15.698,,healthy,0,50.325
00-0034193,2024,3,TE,NO,38.036,22.291,0.969,0.792,1.0,1.0,1.0,3.441,4.655,2.687,0.585,0.0,-0.045,55.829,13.199,,healthy,0,50.558
00-0034208,2024,3,RB,CAR,95.752,41.458,0.518,1.0,1.0,1.0,1.0,2.742,10.224,2.221,0.345,0.0,-0.034,61.708,8.933,,healthy,0,57.588
00-0034270,2024,3,TE,NYJ,60.727,33.633,0.29,1.0,1.0,1.0,1.0,2.314,9.136,3.67,0.609,0.0,0.022,61.071,13.441,,healthy,0,54.964
00-0034272,2024,3,WR,NO,68.856,35.005,1.036,1.0,1.0,1.0,1.0,2.986,10.782,0.96,0.586,0.0,0.03,58.024,8.305,,healthy,0,45.736
00-0034279,2024,3,WR,NO,24.848,43.558,0.693,0.284,1.0,1.0,1.0,1.125,5.557,3.257,0.442,0.0,0.021,55.739,10.524,,healthy,0,32.3
00-0034297,2024,3,WR,WAS,29.199,31.235,0.701,1.0,1.0,1.0,1.0,1.183,7.36,3.706,0.619,0.0,-0.027,61.009,9.498,,healthy,0,33.009
00-0034317,2024,3,WR,BAL,25.773,29.689,0.908,0.267,1.0,1.0,1.0,2.679,6.202,0.951,0.495,0.0,-0.009,64.812,11.382,,healthy,0,49.337
00-0034348,2024,3,WR,DEN,37.982,30.457,0.88,1.0,1.0,1.0,1.0,2.935,7.419,0.783,0.395,0.0,0.057,69.398,13.053,,healthy,0,41.132
