player_id,season,week,position,team,snap_pct,routes,tprr,rush_share,target_share,goalline_share,two_min_share,yprr,yac_per_rec,mtf,succ_rate,epa_per_play_qb,team_epa_play,team_pace,team_rz_plays,injury_status,dnp_weeks_rolling,sos_ctx
00-0039501,2024,6,QB,CAR,75.3,0.0,0.0,7.2,0.0,3.7,3.0,1.24,11.2,1.1,0.484,0.134,0.037,60.2,11.0,healthy,0,36.1
00-0039503,2024,6,RB,CAR,57.7,25.4,0.5,17.7,12.7,10.6,8.5,2.99,10.5,3.7,0.438,0.0,0.067,70.1,16.0,healthy,0,58.7
00-0039504,2024,6,WR,NYG,88.5,40.3,0.399,3.6,16.0,5.4,4.3,2.57,7.3,0.4,0.358,0.0,0.019,68.3,13.0,healthy,0,64.4
00-0039505,2024,6,WR,NE,88.8,37.6,0.624,0.6,23.5,15.5,12.4,3.07,5.4,3.4,0.56,0.0,0.093,67.8,11.0,healthy,0,38.0
00-0039511,2024,6,WR,BUF,60.0,27.0,1.202,2.5,32.4,17.0,13.6,1.23,9.4,1.2,0.642,0.0,0.104,70.2,13.0,healthy,0,45.5
00-0039516,2024,6,RB,CLE,60.4,19.6,0.5,22.0,9.8,36.4,29.1,2.39,10.8,1.3,0.389,0.0,0.009,64.1,10.0,healthy,0,36.1
00-0039518,2024,6,TE,NO,82.7,22.4,0.809,0.9,18.1,15.3,12.2,3.4,7.7,1.1,0.4,0.0,0.04,69.7,16.0,healthy,0,45.1
00-0039521,2024,6,WR,ARI,52.6,39.7,0.324,1.4,12.9,11.5,9.2,1.28,6.5,2.7,0.59,0.0,0.118,62.3,14.0,healthy,0,62.2
00-0039522,2024,6,WR,DAL,75.4,25.3,0.672,0.4,17.0,15.2,12.1,3.0,5.3,0.8,0.371,0.0,0.094,59.1,14.0,healthy,0,53.7
00-0039524,2024,6,TE,DAL,50.6,26.4,0.708,1.2,18.7,24.8,19.9,1.23,3.2,3.8,0.58,0.0,0.105,61.9,16.0,healthy,0,41.3
00-0039525,2024,6,WR,CAR,72.9,41.2,0.477,0.1,19.6,18.4,14.7,1.17,7.2,3.0,0.628,0.0,0.091,67.9,11.0,healthy,0,49.6
00-0039529,2024,6,RB,DAL,70.3,35.0,0.5,23.4,17.5,12.0,9.6,3.46,8.3,0.7,0.407,0.0,0.118,69.6,13.0,healthy,0,44.3
00-0039530,2024,6,TE,DAL,29.4,33.8,0.481,0.5,16.3,27.5,22.0,2.8,9.7,0.7,0.476,0.0,0.036,69.9,12.0,healthy,0,63.3
00-0039534,2024,6,QB,LV,98.8,0.0,0.0,7.9,0.0,9.9,8.0,1.89,10.7,2.3,0.37,-0.025,0.027,66.6,14.0,healthy,0,57.6
00-0039536,2024,6,WR,LV,35.4,43.1,0.429,1.7,18.5,13.5,10.8,1.23,7.4,0.5,0.369,0.0,0.046,67.0,10.0,healthy,0,59.2
00-0039541,2024,6,WR,CLE,91.6,26.0,0.713,3.0,18.5,10.1,8.0,2.09,3.4,1.2,0.42,0.0,0.145,58.3,8.0,healthy,0,63.5
00-0039543,2024,6,WR,LV,88.7,26.1,1.242,0.3,32.4,17.0,13.6,2.69,4.4,3.6,0.528,0.0,0.12,62.0,16.0,healthy,0,50.9
00-0039550,2024,6,TE,JAX,71.5,28.7,0.617,2.1,17.7,19.6,15.7,2.34,11.9,3.2,0.52,0.0,0.136,70.0,11.0,healthy,0,58.2
00-0039552,2024,6,WR,JAX,76.3,28.7,0.986,4.9,28.3,14.8,11.8,1.68,8.8,0.9,0.614,0.0,-0.027,67.5,14.0,healthy,0,54.4
00-0039553,2024,6,WR,JAX,25.0,29.7,0.94,3.2,27.9,16.1,12.9,3.01,11.4,1.9,0.458,0.0,0.126,60.6,9.0,healthy,0,58.0
00-0039554,2024,6,RB,JAX,68.4,28.4,0.5,34.8,14.2,13.7,10.9,2.87,4.1,2.2,0.506,0.0,0.099,66.3,10.0,healthy,0,41.9
00-0039557,2024,6,RB,NYG,74.1,44.5,0.5,36.9,22.3,34.1,27.3,3.22,4.9,3.8,0.555,0.0,-0.034,71.3,13.0,healthy,0,37.2
00-0039560,2024,6,WR,JAX,60.0,32.0,0.314,1.6,10.1,6.4,5.1,3.08,9.5,2.4,0.582,0.0,-0.009,59.3,13.0,healthy,0,49.2
00-0039561,2024,6,WR,JAX,73.1,43.2,0.551,4.7,23.8,17.1,13.6,3.31,3.3,1.9,0.366,0.0,-0.039,59.8,12.0,healthy,0,53.8
00-0039562,2024,6,WR,JAX,63.3,35.7,0.498,4.2,17.8,9.6,7.7,3.29,4.7,1.2,0.586,0.0,0.063,58.4,14.0,healthy,0,36.0
00-0039573,2024,6,RB,DEN,57.0,21.1,0.5,25.9,10.6,12.2,9.7,1.22,6.7,2.1,0.604,0.0,-0.039,66.0,11.0,healthy,0,55.8
00-0039574,2024,6,TE,DEN,68.2,26.8,0.767,2.6,20.5,25.2,20.1,3.34,9.6,1.1,0.6,0.0,0.01,71.5,16.0,healthy,0,47.1
00-0039575,2024,6,QB,IND,61.0,0.0,0.0,6.9,0.0,9.9,7.9,3.05,8.1,2.7,0.448,0.235,0.046,68.2,12.0,healthy,0,63.1
00-0039577,2024,6,QB,HOU,65.0,0.0,0.0,14.3,0.0,2.7,2.2,3.45,3.9,3.6,0.381,0.066,0.139,59.2,13.0,healthy,0,53.8
00-0039579,2024,6,WR,IND,33.2,41.3,0.628,2.3,25.9,12.2,9.8,1.06,10.6,1.6,0.548,0.0,0.081,61.6,13.0,healthy,0,59.0
00-0039581,2024,6,RB,IND,48.2,16.6,0.5,30.4,8.3,19.5,15.6,1.15,9.9,0.5,0.443,0.0,-0.031,61.4,13.0,healthy,0,36.3
00-0039589,2024,6,WR,TB,87.2,34.0,0.709,3.0,24.1,16.1,12.9,1.14,4.6,2.2,0.473,0.0,-0.026,58.1,12.0,healthy,0,50.2
00-0039591,2024,6,WR,TB,31.1,43.6,0.396,0.6,17.3,19.3,15.5,3.11,6.8,3.8,0.613,0.0,-0.009,65.2,8.0,healthy,0,36.0
00-0039592,2024,6,WR,TB,59.7,29.9,0.779,4.9,23.3,6.4,5.2,2.69,7.6,3.4,0.622,0.0,0.053,63.7,9.0,healthy,0,41.3
00-0039595,2024,6,RB,TB,97.8,19.3,0.5,43.5,9.6,33.5,26.8,2.92,8.6,3.3,0.572,0.0,0.101,70.0,12.0,healthy,0,41.0
00-0039597,2024,6,QB,TB,75.8,0.0,0.0,12.6,0.0,7.3,5.8,3.35,8.4,1.2,0.535,-0.008,0.023,70.9,10.0,healthy,0,62.2
00-0039599,2024,6,TE,PHI,24.9,27.6,0.376,1.1,10.4,15.3,12.2,2.68,4.1,1.6,0.532,0.0,0.067,68.7,12.0,healthy,0,37.6
00-0039603,2024,6,RB,HOU,90.6,38.0,0.5,20.2,19.0,23.8,19.1,2.23,11.7,1.6,0.41,0.0,0.067,58.6,8.0,healthy,0,50.7
00-0039604,2024,6,WR,MIA,30.3,33.5,0.733,3.9,24.5,17.0,13.6,1.06,6.9,1.6,0.482,0.0,0.047,59.8,16.0,healthy,0,48.0
00-0039605,2024,6,WR,HOU,65.7,39.5,0.762,1.1,30.1,14.0,11.2,3.13,3.7,2.6,0.507,0.0,0.129,70.8,12.0,healthy,0,44.6
00-0039613,2024,6,TE,NO,42.5,21.8,0.574,1.8,12.5,12.9,10.3,2.36,3.2,0.1,0.363,0.0,0.052,58.6,9.0,healthy,0,50.8
00-0039614,2024,6,WR,NO,45.7,34.0,0.701,1.8,23.9,11.3,9.0,2.19,5.6,3.4,0.435,0.0,0.023,58.0,11.0,healthy,0,53.9
00-0039617,2024,6,RB,CLE,74.8,37.5,0.5,40.9,18.8,35.6,28.5,1.08,10.0,1.9,0.365,0.0,0.088,67.1,12.0,healthy,0,39.2
00-0039621,2024,6,WR,KC,54.2,33.0,0.63,3.9,20.7,8.6,6.9,1.78,7.5,1.7,0.596,0.0,0.068,71.2,13.0,healthy,0,41.2
00-0039623,2024,6,WR,NO,56.6,29.5,0.658,3.3,19.4,11.0,8.8,1.24,7.0,0.4,0.508,0.0,0.033,68.7,13.0,healthy,0,44.8
00-0039626,2024,6,WR,CIN,40.4,29.5,0.982,0.8,29.0,17.8,14.2,2.18,9.0,0.8,0.598,0.0,0.097,59.2,8.0,healthy,0,40.1
00-0039627,2024,6,RB,CIN,65.7,48.8,0.5,16.7,24.4,21.4,17.1,3.11,10.7,2.1,0.482,0.0,0.131,72.0,15.0,healthy,0,42.3
00-0039629,2024,6,RB,CIN,68.7,13.8,0.5,20.5,6.9,35.0,28.0,3.38,11.8,3.3,0.392,0.0,0.017,66.0,10.0,healthy,0,53.0
00-0039631,2024,6,TE,CIN,49.0,35.2,0.69,0.8,24.3,18.1,14.5,1.19,3.9,0.0,0.527,0.0,-0.021,62.4,15.0,healthy,0,38.0
00-0039633,2024,6,QB,CIN,65.9,0.0,0.0,12.6,0.0,7.9,6.3,1.64,6.3,3.8,0.516,-0.069,0.07,65.7,9.0,healthy,0,45.7
00-0039636,2024,6,WR,CIN,22.6,27.6,0.984,0.7,27.1,16.8,13.5,3.38,11.0,2.7,0.533,0.0,0.122,70.7,15.0,healthy,0,49.5
00-0039647,2024,6,RB,CAR,87.9,37.2,0.5,29.8,18.6,25.5,20.4,2.99,10.6,2.3,0.565,0.0,-0.043,69.9,11.0,healthy,0,43.5
00-0039648,2024,6,TE,TEN,60.6,24.2,0.751,0.3,18.2,28.0,22.4,2.5,7.4,2.1,0.617,0.0,0.078,67.1,16.0,healthy,0,46.0
00-0039650,2024,6,WR,TEN,24.4,30.5,1.105,1.1,33.7,16.9,13.5,1.97,4.7,0.4,0.428,0.0,-0.036,64.7,9.0,healthy,0,56.4
00-0039651,2024,6,RB,TEN,62.5,18.0,0.5,40.3,9.0,22.2,17.7,3.23,6.7,2.7,0.537,0.0,0.113,64.7,14.0,healthy,0,55.5
00-0039652,2024,6,RB,TEN,83.0,45.8,0.5,24.5,22.9,19.6,15.7,3.37,3.7,1.4,0.436,0.0,0.123,60.7,16.0,healthy,0,53.0
00-0039654,2024,6,TE,TEN,33.8,36.9,0.441,0.3,16.3,29.6,23.7,3.43,11.6,1.8,0.611,0.0,0.077,63.5,10.0,healthy,0,42.0
00-0039656,2024,6,TE,LAC,73.5,20.2,0.837,1.7,16.9,21.8,17.4,3.34,4.3,1.1,0.36,0.0,-0.029,70.8,15.0,healthy,0,45.8
00-0039657,2024,6,QB,LAC,72.9,0.0,0.0,13.3,0.0,9.5,7.6,2.62,8.2,2.2,0.418,0.169,-0.007,70.9,16.0,healthy,0,57.6
00-0039659,2024,6,WR,CLE,34.6,31.7,0.674,3.2,21.4,17.2,13.8,2.21,6.7,2.7,0.529,0.0,0.016,60.7,14.0,healthy,0,43.0
00-0039661,2024,6,TE,LAC,91.2,28.1,0.45,2.1,12.6,15.4,12.3,2.83,10.7,3.2,0.354,0.0,-0.0,66.9,10.0,healthy,0,59.0
00-0039664,2024,6,WR,LAC,52.0,43.5,0.241,4.9,10.5,13.4,10.7,2.6,7.2,2.8,0.535,0.0,0.091,59.0,16.0,healthy,0,40.2
00-0039665,2024,6,WR,LAC,59.0,27.4,0.889,4.8,24.4,14.0,11.2,3.01,11.7,3.8,0.426,0.0,0.033,69.9,14.0,healthy,0,56.6
00-0039677,2024,6,QB,WAS,82.6,0.0,0.0,6.1,0.0,1.4,1.1,1.75,5.3,3.2,0.435,0.197,0.089,68.5,8.0,healthy,0,47.8
00-0039678,2024,6,RB,WAS,71.8,23.1,0.5,23.0,11.6,12.8,10.3,1.76,10.3,2.7,0.502,0.0,-0.012,66.1,9.0,healthy,0,51.8
00-0039683,2024,6,WR,PHI,46.0,31.6,0.403,0.4,12.7,8.7,6.9,1.57,3.9,2.7,0.463,0.0,-0.011,71.1,15.0,healthy,0,63.8
00-0039684,2024,6,RB,WAS,65.0,41.1,0.5,20.7,20.5,13.4,10.8,1.61,11.2,1.4,0.472,0.0,0.042,62.8,8.0,healthy,0,46.2
00-0039686,2024,6,RB,WAS,42.6,15.9,0.5,17.6,8.0,22.5,18.0,1.95,9.1,1.2,0.501,0.0,-0.011,61.9,15.0,healthy,0,44.4
00-0039687,2024,6,RB,GB,74.8,25.0,0.5,16.5,12.5,12.4,9.9,2.91,4.0,1.6,0.565,0.0,-0.045,71.6,15.0,healthy,0,48.8
00-0039695,2024,6,TE,NE,84.5,34.6,0.427,0.2,14.8,17.2,13.8,2.2,10.2,1.7,0.445,0.0,0.048,58.2,11.0,healthy,0,63.2
00-0039699,2024,6,QB,SF,63.0,0.0,0.0,6.0,0.0,1.8,1.5,2.09,4.0,3.3,0.366,-0.06,0.097,61.3,9.0,healthy,0,46.3
00-0039701,2024,6,WR,SF,57.4,35.7,0.547,4.9,19.5,14.3,11.4,1.1,3.7,3.2,0.607,0.0,-0.012,65.6,10.0,healthy,0,44.5
00-0039702,2024,6,TE,SF,65.6,32.5,0.647,2.8,21.0,16.2,13.0,1.95,11.0,2.6,0.594,0.0,0.057,66.1,8.0,healthy,0,37.9
00-0039703,2024,6,RB,LA,50.9,39.4,0.5,32.9,19.7,37.2,29.8,1.36,9.2,1.9,0.37,0.0,-0.011,60.8,15.0,healthy,0,56.3
00-0039708,2024,6,WR,MIN,32.2,42.2,0.446,4.4,18.8,14.8,11.8,1.09,10.9,3.3,0.566,0.0,0.111,63.8,12.0,healthy,0,54.1
00-0039709,2024,6,WR,MIN,20.5,30.8,0.989,0.9,30.4,17.4,13.9,3.43,6.7,0.4,0.584,0.0,0.134,61.1,8.0,healthy,0,54.8
00-0039710,2024,6,WR,MIN,24.8,41.1,0.626,2.1,25.8,10.2,8.2,1.47,12.0,1.9,0.542,0.0,0.032,62.7,16.0,healthy,0,46.4
00-0039711,2024,6,TE,MIN,89.4,23.3,0.623,2.8,14.5,25.4,20.3,1.47,9.9,2.3,0.631,0.0,0.061,69.1,16.0,healthy,0,51.9
00-0039722,2024,6,WR,NE,77.8,29.8,0.873,2.4,26.1,6.5,5.2,3.06,11.7,2.0,0.35,0.0,0.116,69.4,10.0,healthy,0,48.9
00-0039723,2024,6,QB,ATL,74.6,0.0,0.0,9.8,0.0,0.2,0.2,2.51,6.0,3.3,0.489,0.248,0.063,71.0,15.0,healthy,0,39.2
00-0039728,2024,6,TE,ATL,77.5,36.8,0.508,2.8,18.7,20.5,16.4,2.88,3.8,1.8,0.645,0.0,0.057,65.8,8.0,healthy,0,39.6
00-0039730,2024,6,WR,LAC,34.6,43.4,0.761,0.7,33.0,11.0,8.8,2.54,7.1,0.1,0.445,0.0,0.038,71.1,14.0,healthy,0,61.2
00-0039732,2024,6,QB,DEN,41.4,0.0,0.0,7.4,0.0,3.1,2.5,1.81,10.7,3.0,0.445,0.146,0.001,61.4,14.0,healthy,0,51.5
00-0039737,2024,6,TE,ARI,90.3,21.1,1.086,0.8,22.9,14.2,11.4,1.77,8.9,0.8,0.481,0.0,0.089,68.8,11.0,healthy,0,37.9
00-0039738,2024,6,RB,LA,98.0,18.6,0.5,33.7,9.3,26.3,21.0,2.38,8.4,3.8,0.436,0.0,-0.034,64.0,15.0,healthy,0,61.2
00-0039739,2024,6,WR,PIT,60.4,30.1,0.892,0.2,26.9,8.8,7.1,1.11,7.3,2.4,0.505,0.0,0.089,59.0,14.0,healthy,0,40.1
00-0039746,2024,6,RB,PHI,97.7,17.3,0.5,37.1,8.7,19.3,15.4,2.81,10.8,2.0,0.354,0.0,0.143,60.8,14.0,healthy,0,45.5
00-0039747,2024,6,WR,PHI,44.9,28.2,0.891,0.6,25.1,17.6,14.1,2.89,5.8,3.9,0.585,0.0,-0.015,67.8,12.0,healthy,0,55.0
00-0039751,2024,6,WR,LA,37.7,25.7,0.494,0.8,12.7,17.0,13.6,2.93,11.7,0.7,0.362,0.0,-0.025,68.5,16.0,healthy,0,64.4
00-0039754,2024,6,TE,TB,87.3,38.7,0.274,2.7,10.6,17.5,14.0,2.13,5.8,2.6,0.568,0.0,0.126,68.0,10.0,healthy,0,52.1
00-0039757,2024,6,RB,NE,84.3,41.5,0.5,26.3,20.8,39.4,31.6,1.54,11.2,0.9,0.608,0.0,-0.046,70.1,13.0,healthy,0,36.9
00-0039760,2024,6,WR,CHI,20.8,39.9,0.313,0.0,12.5,17.7,14.2,2.85,10.0,1.8,0.416,0.0,0.148,61.5,9.0,healthy,0,45.3
00-0039766,2024,6,RB,TB,52.9,10.3,0.5,37.3,5.2,35.2,28.2,2.25,10.7,2.9,0.405,0.0,0.064,67.4,12.0,healthy,0,63.4
00-0039771,2024,6,WR,LA,72.4,34.3,0.573,3.2,19.7,15.3,12.3,1.79,8.8,1.4,0.358,0.0,0.014,69.2,8.0,healthy,0,36.6
00-0039773,2024,6,WR,LA,66.7,43.2,0.494,2.8,21.3,11.2,8.9,1.22,11.5,1.2,0.498,0.0,0.018,64.7,15.0,healthy,0,53.1
00-0039781,2024,6,WR,LA,50.1,42.5,0.513,3.7,21.8,19.1,15.3,1.51,4.2,1.6,0.461,0.0,0.055,65.6,14.0,healthy,0,39.9
00-0039782,2024,6,TE,NYJ,61.9,25.7,0.685,0.5,17.6,28.8,23.0,2.2,8.6,3.5,0.452,0.0,0.074,59.5,15.0,healthy,0,56.9
00-0039785,2024,6,WR,NYJ,28.8,25.6,1.226,3.2,31.4,16.2,12.9,1.42,10.1,0.9,0.618,0.0,0.057,63.0,15.0,healthy,0,59.5
00-0039786,2024,6,RB,NYJ,72.6,38.3,0.5,16.2,19.2,21.0,16.8,1.23,6.9,1.3,0.501,0.0,0.049,58.4,8.0,healthy,0,43.1
00-0039792,2024,6,WR,BAL,48.3,27.7,0.85,4.1,23.6,12.2,9.8,2.65,10.6,2.0,0.372,0.0,0.105,58.6,13.0,healthy,0,38.7
00-0039793,2024,6,TE,SEA,45.6,36.8,0.589,0.5,21.7,29.7,23.7,2.59,10.0,1.7,0.542,0.0,0.041,62.5,15.0,healthy,0,47.4
00-0039794,2024,6,RB,NYJ,83.6,23.1,0.5,35.7,11.6,22.7,18.2,1.9,5.5,1.8,0.386,0.0,0.009,58.6,11.0,healthy,0,42.0
00-0039796,2024,6,RB,BAL,71.6,49.1,0.5,31.8,24.6,34.9,27.9,2.68,8.6,1.3,0.425,0.0,0.005,65.0,13.0,healthy,0,60.5
00-0039797,2024,6,QB,NYJ,77.5,0.0,0.0,14.2,0.0,6.7,5.3,3.16,8.5,1.0,0.537,0.132,0.121,59.8,15.0,healthy,0,53.1
00-0039798,2024,6,RB,NYJ,47.0,15.4,0.5,38.6,7.7,31.3,25.0,1.59,9.5,0.7,0.556,0.0,-0.021,71.3,13.0,healthy,0,58.7
00-0039801,2024,6,QB,BAL,77.3,0.0,0.0,5.0,0.0,6.0,4.8,2.08,3.9,2.2,0.519,0.096,0.079,58.9,13.0,healthy,0,61.7
00-0039810,2024,6,WR,CIN,71.1,31.3,1.08,1.3,33.8,6.7,5.4,2.27,7.2,2.6,0.446,0.0,-0.026,62.0,11.0,healthy,0,45.2
00-0039811,2024,6,RB,GB,42.2,28.6,0.5,25.9,14.3,17.4,13.9,2.45,4.7,0.3,0.351,0.0,0.058,70.4,13.0,healthy,0,60.8
00-0039814,2024,6,TE,CIN,29.5,38.4,0.57,0.1,21.9,24.1,19.3,3.11,8.3,1.6,0.452,0.0,0.001,64.7,16.0,healthy,0,49.8
00-0039816,2024,6,WR,IND,65.5,35.1,0.459,1.0,16.1,11.7,9.3,2.64,8.3,2.9,0.361,0.0,0.108,59.9,9.0,healthy,0,47.1
00-0039824,2024,6,TE,KC,38.9,23.6,0.387,1.6,9.1,18.4,14.7,2.05,3.4,2.2,0.417,0.0,0.071,63.9,10.0,healthy,0,52.0
00-0039843,2024,6,WR,BAL,51.4,42.5,0.268,0.4,11.4,13.0,10.4,2.91,6.9,2.1,0.49,0.0,0.1,64.1,9.0,healthy,0,45.6
00-0039847,2024,6,TE,NYG,46.9,21.7,1.013,1.8,22.0,12.3,9.9,3.31,3.8,1.6,0.44,0.0,0.148,69.1,13.0,healthy,0,48.3
00-0039848,2024,6,WR,ATL,88.1,26.2,0.849,1.6,22.3,15.9,12.7,2.28,7.5,3.9,0.445,0.0,0.035,62.6,15.0,healthy,0,59.1
00-0039849,2024,6,WR,ARI,68.2,39.1,0.493,4.6,19.3,16.6,13.3,2.2,5.7,3.3,0.592,0.0,0.013,63.3,12.0,healthy,0,47.0
00-0039851,2024,6,QB,NE,63.2,0.0,0.0,9.0,0.0,9.0,7.2,3.42,7.2,2.0,0.356,0.153,0.061,70.9,13.0,healthy,0,37.7
00-0039853,2024,6,WR,NE,54.3,25.6,0.862,4.8,22.0,8.5,6.8,1.09,11.1,0.8,0.608,0.0,-0.018,66.6,10.0,healthy,0,36.5
00-0039855,2024,6,WR,TB,58.0,38.2,0.5,1.3,19.1,14.6,11.7,3.44,10.7,3.7,0.611,0.0,0.059,60.4,12.0,healthy,0,37.7
00-0039868,2024,6,WR,DEN,47.1,39.8,0.374,1.2,14.9,14.9,11.9,3.26,11.8,2.4,0.355,0.0,0.064,67.3,12.0,healthy,0,35.0
00-0039869,2024,6,WR,NE,39.0,39.8,0.585,3.1,23.3,11.2,8.9,1.42,9.0,3.3,0.369,0.0,0.13,61.6,12.0,healthy,0,51.0
00-0039874,2024,6,RB,MIA,74.1,23.7,0.5,17.2,11.9,34.3,27.4,2.8,6.0,2.1,0.582,0.0,-0.025,63.7,8.0,healthy,0,43.8
00-0039875,2024,6,RB,BUF,64.7,37.8,0.5,19.6,18.9,15.2,12.2,2.02,5.1,3.6,0.622,0.0,0.062,59.0,13.0,healthy,0,55.3
00-0039880,2024,6,WR,MIA,58.8,41.3,0.496,2.5,20.5,19.6,15.7,2.97,5.8,3.4,0.384,0.0,0.107,59.2,13.0,healthy,0,54.1
00-0039884,2024,6,WR,MIA,54.8,44.6,0.451,0.5,20.1,8.7,7.0,1.92,11.9,3.3,0.597,0.0,0.029,58.0,15.0,healthy,0,43.0
00-0039890,2024,6,WR,IND,34.9,31.7,1.05,0.8,33.2,19.5,15.6,2.76,4.4,2.4,0.465,0.0,0.059,67.8,10.0,healthy,0,41.3
00-0039891,2024,6,WR,IND,89.6,31.4,0.617,0.2,19.3,6.8,5.4,1.59,8.3,3.5,0.43,0.0,-0.045,70.2,12.0,healthy,0,58.4
00-0039893,2024,6,WR,JAX,65.1,31.7,0.927,3.0,29.4,14.3,11.5,2.06,4.3,0.8,0.541,0.0,-0.032,65.1,10.0,healthy,0,56.8
00-0039894,2024,6,WR,KC,68.6,42.4,0.25,4.5,10.6,12.8,10.2,2.74,3.9,0.5,0.477,0.0,-0.03,58.5,11.0,healthy,0,55.9
00-0039901,2024,6,WR,BUF,82.8,32.5,0.654,5.0,21.2,15.7,12.6,1.0,6.3,1.1,0.512,0.0,0.091,60.0,13.0,healthy,0,56.5
00-0039907,2024,6,WR,NE,52.3,33.2,1.038,3.4,34.5,9.1,7.3,1.1,6.2,2.5,0.649,0.0,-0.021,59.8,16.0,healthy,0,49.2
00-0039910,2024,6,QB,WAS,40.1,0.0,0.0,9.8,0.0,0.6,0.4,2.04,10.0,0.6,0.567,0.251,0.008,71.6,10.0,healthy,0,38.7
00-0039912,2024,6,TE,WAS,47.7,21.0,1.166,0.4,24.5,18.2,14.5,2.37,6.5,0.3,0.388,0.0,0.146,68.3,10.0,healthy,0,45.9
00-0039914,2024,6,WR,CAR,34.0,37.8,0.642,2.4,24.3,7.1,5.7,3.11,4.7,2.6,0.499,0.0,0.008,59.7,11.0,healthy,0,37.5
00-0039915,2024,6,WR,LAC,31.7,44.5,0.681,1.8,30.3,14.9,12.0,1.01,4.3,0.2,0.535,0.0,-0.035,63.6,15.0,healthy,0,46.5
00-0039916,2024,6,WR,SF,52.9,42.4,0.611,0.7,25.9,8.5,6.8,1.74,7.7,1.7,0.379,0.0,0.135,62.8,11.0,healthy,0,51.6
00-0039917,2024,6,QB,ATL,84.7,0.0,0.0,13.4,0.0,2.5,2.0,1.46,5.5,2.9,0.357,0.015,0.113,62.7,11.0,healthy,0,38.3
00-0039918,2024,6,QB,CHI,52.4,0.0,0.0,8.5,0.0,1.4,1.1,2.88,9.8,0.7,0.515,0.265,-0.006,62.9,14.0,healthy,0,46.6
00-0039919,2024,6,WR,CHI,40.5,41.1,0.848,3.2,34.8,12.1,9.7,1.83,7.4,2.7,0.601,0.0,0.026,58.6,12.0,healthy,0,35.3
00-0039920,2024,6,WR,NYJ,68.6,25.6,1.114,2.2,28.5,16.8,13.5,3.13,7.4,0.2,0.619,0.0,0.073,70.8,8.0,healthy,0,46.6
00-0039921,2024,6,RB,ARI,41.7,38.9,0.5,31.1,19.4,37.2,29.8,2.93,9.9,1.9,0.505,0.0,-0.04,67.6,9.0,healthy,0,36.5
00-0039923,2024,6,QB,MIN,43.6,0.0,0.0,13.1,0.0,2.4,1.9,2.91,9.6,1.2,0.352,0.07,0.133,59.5,9.0,healthy,0,64.1
00-0039928,2024,6,WR,CAR,59.4,40.5,0.428,2.4,17.3,19.0,15.2,2.34,5.5,1.8,0.395,0.0,-0.033,66.6,11.0,healthy,0,63.5
00-0039936,2024,6,TE,DEN,66.2,35.0,0.531,0.5,18.6,29.9,23.9,1.33,8.1,3.1,0.388,0.0,0.142,69.3,12.0,healthy,0,61.5
00-0039940,2024,6,RB,SEA,59.5,29.1,0.5,34.4,14.6,19.8,15.8,1.64,9.0,2.7,0.452,0.0,0.051,66.0,14.0,healthy,0,64.2
00-0039941,2024,6,TE,KC,42.4,38.6,0.606,1.5,23.4,21.3,17.0,1.32,8.6,2.8,0.531,0.0,0.095,58.5,15.0,healthy,0,44.1
00-0039942,2024,6,TE,NO,25.4,28.6,0.681,2.3,19.5,15.2,12.2,2.21,10.8,2.2,0.618,0.0,-0.028,69.5,14.0,healthy,0,54.1
00-0039952,2024,6,TE,SEA,79.0,23.7,0.798,1.5,18.9,11.3,9.0,1.43,4.9,0.9,0.394,0.0,-0.011,66.1,11.0,healthy,0,54.7
00-0023459,2024,7,QB,NYJ,87.7,0.0,0.0,5.4,0.0,8.6,6.9,2.25,5.8,3.5,0.371,0.14,0.008,60.4,10.0,healthy,0,36.8
00-0024243,2024,7,TE,CHI,33.5,33.6,0.244,1.4,8.2,18.4,14.7,3.33,4.1,3.4,0.466,0.0,0.035,68.9,11.0,healthy,0,41.6
00-0026143,2024,7,QB,ATL,98.4,0.0,0.0,8.0,0.0,5.6,4.5,1.45,5.4,0.9,0.478,-0.08,0.013,60.3,9.0,healthy,0,63.6
00-0026158,2024,7,QB,IND,89.2,0.0,0.0,12.4,0.0,4.7,3.8,1.12,5.0,1.2,0.363,-0.099,0.126,65.1,14.0,healthy,0,46.8
00-0026300,2024,7,QB,BAL,48.7,0.0,0.0,6.4,0.0,0.4,0.4,1.28,9.8,3.8,0.37,-0.071,0.132,69.4,10.0,healthy,0,44.5
00-0026498,2024,7,QB,LA,61.1,0.0,0.0,9.1,0.0,2.6,2.1,1.23,3.9,1.6,0.55,-0.056,0.102,66.5,11.0,healthy,0,38.3
00-0027973,2024,7,QB,CAR,59.4,0.0,0.0,6.1,0.0,7.8,6.3,1.98,11.5,2.0,0.609,0.009,-0.04,66.1,10.0,healthy,0,45.5
00-0028118,2024,7,QB,NYJ,53.5,0.0,0.0,9.0,0.0,8.2,6.6,2.99,8.8,0.5,0.633,0.209,-0.021,64.3,13.0,healthy,0,64.6
00-0028986,2024,7,QB,HOU,78.3,0.0,0.0,12.7,0.0,2.5,2.0,2.45,5.8,3.2,0.627,0.102,0.1,63.5,13.0,healthy,0,50.7
00-0029263,2024,7,QB,PIT,63.7,0.0,0.0,8.1,0.0,5.5,4.4,2.73,4.1,3.3,0.396,0.174,0.096,60.8,13.0,healthy,0,39.3
