season,week,def_team,position,player_name,player_team,fpts,player_id
2024,5,NO,TE,J.Fortson,KC,1.5,00-0035547
2024,5,IND,RB,D.Johnson,JAX,3.0,00-0035628
2024,5,NYG,WR,D.Metcalf,SEA,7.5,00-0035640
2024,5,NYG,TE,N.Fant,SEA,5.4,00-0035644
2024,5,CLE,WR,T.McLaurin,WAS,13.4,00-0035659
2024,5,LA,RB,J.Jacobs,GB,16.4,00-0035700
2024,5,SEA,QB,D.Jones,NYG,22.08,00-0035710
2024,5,ARI,WR,D.Samuel,SF,3.0,00-0035719
2024,5,DAL,RB,J.Ward,PIT,0.9,00-0035924
2024,5,NE,QB,T.Huntley,MIA,6.46,00-0035993
2024,5,KC,TE,J.Johnson,NO,8.1,00-0036040
2024,5,PIT,RB,R.Dowdle,DAL,19.4,00-0036139
2024,5,IND,WR,G.Davis,JAX,4.8,00-0036196
2024,5,GB,TE,C.Parkinson,LA,12.2,00-0036244
2024,5,BAL,RB,Z.Moss,CIN,8.2,00-0036251
2024,5,JAX,WR,M.Pittman,IND,14.7,00-0036252
2024,5,ARI,WR,J.Jennings,SF,2.3,00-0036259
2024,5,ARI,WR,B.Aiyuk,SF,22.7,00-0036261
2024,5,LA,QB,J.Love,GB,15.96,00-0036264
2024,5,CAR,RB,D.Swift,CHI,20.0,00-0036275
2024,5,CAR,TE,C.Kmet,CHI,8.7,00-0036290
2024,5,TB,WR,D.Mooney,ATL,31.5,00-0036309
2024,5,NYJ,WR,J.Jefferson,MIN,15.2,00-0036322
2024,5,MIA,RB,A.Gibson,NE,6.6,00-0036328
2024,5,IND,WR,D.Duvernay,JAX,0.3,00-0036331
2024,5,IND,TE,J.Deguara,JAX,1.2,00-0036332
2024,5,PIT,WR,C.Lamb,DAL,11.4,00-0036358
2024,5,WAS,WR,J.Jeudy,CLE,2.6,00-0036407
2024,5,BAL,WR,T.Higgins,CIN,29.3,00-0036410
2024,5,BUF,RB,C.Akers,HOU,12.7,00-0036414
2024,5,DAL,WR,V.Jefferson,PIT,5.6,00-0036415
2024,5,LV,TE,A.Trautman,DEN,2.9,00-0036422
2024,5,BAL,QB,J.Burrow,CIN,33.78,00-0036442
2024,5,DEN,WR,D.Turner,LV,2.7,00-0036527
2024,5,CIN,WR,R.Bateman,BAL,15.8,00-0036550
2024,5,BUF,WR,N.Collins,HOU,15.8,00-0036554
2024,5,CHI,RB,C.Hubbard,CAR,17.5,00-0036555
2024,5,NE,WR,J.Waddle,MIA,8.6,00-0036613
2024,5,CLE,WR,D.Brown,WAS,13.7,00-0036626
2024,5,CIN,WR,T.Wallace,BAL,5.1,00-0036630
2024,5,NO,TE,N.Gray,KC,4.9,00-0036637
2024,5,GB,WR,T.Atwell,LA,12.5,00-0036849
2024,5,MIA,RB,R.Stevenson,NE,19.2,00-0036875
2024,5,IND,TE,L.Farrell,JAX,3.7,00-0036887
2024,5,DAL,RB,N.Harris,PIT,9.7,00-0036893
2024,5,DAL,TE,P.Freiermuth,PIT,9.2,00-0036894
2024,5,BAL,WR,J.Chase,CIN,41.3,00-0036900
2024,5,DAL,QB,J.Fields,PIT,15.94,00-0036945
2024,5,TB,TE,K.Pitts,ATL,15.8,00-0036970
2024,5,IND,QB,T.Lawrence,JAX,21.24,00-0036971
2024,5,IND,RB,T.Etienne,JAX,12.0,00-0036973
2024,5,WAS,WR,E.Moore,CLE,4.1,00-0036980
2024,5,JAX,RB,T.Sermon,IND,18.3,00-0036984
2024,5,LV,RB,J.Williams,DEN,16.1,00-0036997
2024,5,GB,TE,H.Long,LA,3.6,00-0037004
2024,5,CHI,TE,T.Tremble,CAR,-0.3,00-0037005
2024,5,LA,WR,B.Melton,GB,2.2,00-0037091
2024,5,JAX,RB,T.Goodson,IND,8.7,00-0037120
2024,5,TB,WR,D.London,ATL,33.4,00-0037238
2024,5,KC,WR,C.Olave,NO,3.0,00-0037239
2024,5,DAL,WR,G.Pickens,PIT,5.6,00-0037247
2024,5,HOU,RB,J.Cook,BUF,17.9,00-0037248
2024,5,ATL,RB,R.White,TB,9.6,00-0037256
2024,5,TB,RB,T.Allgeier,ATL,5.5,00-0037263
2024,5,WAS,RB,J.Ford,CLE,7.9,00-0037267
2024,5,NYJ,RB,T.Chandler,MIN,5.9,00-0037276
2024,5,JAX,TE,A.Ogletree,IND,1.5,00-0037292
2024,5,DAL,TE,C.Heyward,PIT,10.3,00-0037304
2024,5,DAL,WR,B.Johnson,PIT,1.9,00-0037382
2024,5,ARI,RB,J.Mason,SF,8.8,00-0037525
2024,5,LV,TE,L.Krull,DEN,1.5,00-0037539
2024,5,KC,WR,R.Shaheed,NO,18.6,00-0037545
2024,5,DAL,RB,A.Shampklin,PIT,1.4,00-0037609
2024,5,JAX,WR,A.Pierce,IND,22.4,00-0037664
2024,5,PIT,WR,J.Tolbert,DAL,21.7,00-0037666
2024,5,MIN,WR,G.Wilson,NYJ,29.1,00-0037740
2024,5,SF,TE,T.McBride,ARI,11.3,00-0037744
2024,5,CLE,RB,B.Robinson,WAS,13.8,00-0037746
2024,5,PIT,WR,K.Turpin,DAL,8.4,00-0037801
2024,5,ARI,QB,B.Purdy,SF,13.06,00-0037834
2024,5,DAL,WR,C.Austin,PIT,1.6,00-0037837
2024,5,CIN,TE,I.Likely,BAL,16.3,00-0037838
2024,5,GB,RB,K.Williams,LA,15.5,00-0037840
2024,5,PIT,TE,J.Ferguson,DAL,13.0,00-0038041
2024,5,CIN,TE,C.Kolar,BAL,15.6,00-0038046
2024,5,WAS,RB,P.Strong,CLE,0.2,00-0038098
2024,5,SEA,WR,W.Robinson,NYG,16.0,00-0038117
2024,5,MIN,RB,B.Hall,NYJ,6.7,00-0038120
2024,5,ATL,TE,C.Otton,TB,7.4,00-0038129
2024,5,NYG,RB,K.Walker,SEA,14.6,00-0038134
2024,5,GB,WR,X.Smith,LA,2.6,00-0038359
2024,5,LA,WR,D.Wicks,GB,4.0,00-0038393
2024,5,JAX,TE,W.Mallory,IND,1.7,00-0038394
2024,5,SEA,RB,E.Gray,NYG,6.4,00-0038396
2024,5,CAR,QB,T.Bagent,CHI,-0.4,00-0038416
2024,5,LA,WR,M.Heath,GB,3.4,00-0038465
2024,5,NYG,WR,B.Ford-Wheaton,NYG,6.0,00-0038477
2024,5,TB,RB,B.Robinson,ATL,10.7,00-0038542
2024,5,NYG,WR,J.Smith-Njigba,SEA,13.1,00-0038543
2024,5,PIT,TE,L.Schoonmaker,DAL,1.8,00-0038547
2024,5,IND,RB,T.Bigsby,JAX,25.9,00-0038555
2024,5,DAL,TE,D.Washington,PIT,1.5,00-0038558
2024,5,SF,WR,M.Wilson,ARI,12.8,00-0038559
2024,5,DEN,WR,T.Tucker,LV,4.6,00-0038563
2024,5,DEN,QB,A.O'Connell,LV,1.76,00-0038579
2024,5,BAL,RB,C.Brown,CIN,16.4,00-0038597
2024,5,MIA,WR,K.Boutte,NE,5.4,00-0038608
2024,5,BUF,WR,X.Hutchinson,HOU,5.1,00-0038618
2024,5,BAL,WR,A.Iosivas,CIN,4.9,00-0038619
2024,5,MIA,WR,D.Douglas,NE,11.9,00-0038621
2024,5,PIT,WR,J.Brooks,DAL,2.0,00-0038640
2024,5,SF,RB,E.Demercado,ARI,1.0,00-0038705
2024,5,NYG,WR,J.Bobo,SEA,1.3,00-0038752
2024,5,LV,TE,N.Adkins,DEN,1.8,00-0038783
2024,5,LV,RB,J.McLaughlin,DEN,11.5,00-0038794
2024,5,LA,RB,E.Wilson,GB,2.5,00-0038797
2024,5,CLE,WR,B.Tremayne,WAS,0.8,00-0038840
2024,5,HOU,TE,D.Kincaid,BUF,5.4,00-0038933
2024,5,IND,TE,B.Strange,JAX,12.4,00-0038935
2024,5,LV,WR,M.Mims,DEN,3.4,00-0038976
2024,5,BUF,WR,T.Dell,HOU,7.3,00-0038977
2024,5,NYJ,WR,J.Addison,MIN,6.6,00-0038994
2024,5,LA,TE,T.Kraft,GB,24.8,00-0038996
2024,5,JAX,WR,J.Downs,IND,15.9,00-0038997
2024,5,KC,QB,J.Haener,NO,1.78,00-0038998
2024,5,CAR,RB,R.Johnson,CHI,14.5,00-0039021
2024,5,NE,RB,D.Achane,MIA,2.7,00-0039040
2024,5,SF,TE,E.Higgins,ARI,7.2,00-0039041
2024,5,CHI,WR,J.Mingo,CAR,5.7,00-0039062
2024,5,CIN,WR,Z.Flowers,BAL,19.0,00-0039064
2024,5,GB,TE,D.Allen,LA,0.0,00-0039074
2024,5,LA,WR,J.Reed,GB,13.7,00-0039146
2024,5,CHI,QB,B.Young,CAR,3.12,00-0039150
2024,5,BUF,QB,C.Stroud,HOU,15.94,00-0039163
2024,5,NYG,RB,Z.Charbonnet,SEA,6.0,00-0039165
2024,5,NO,RB,C.Steele,KC,1.2,00-0039325
2024,5,DEN,TE,B.Bowers,LV,23.7,00-0039338
2024,5,CHI,WR,X.Legette,CAR,1.8,00-0039342
2024,5,CLE,WR,L.McCaffrey,WAS,4.9,00-0039355
2024,5,CHI,TE,J.Sanders,CAR,4.3,00-0039356
2024,5,BUF,TE,C.Stover,HOU,2.6,00-0039359
2024,5,ATL,RB,B.Irving,TB,5.6,00-0039361
2024,5,ARI,RB,I.Guerendo,SF,2.2,00-0039363
2024,5,SEA,RB,T.Tracy,NYG,14.0,00-0039384
2024,5,CHI,WR,J.Coker,CAR,10.8,00-0039491
2024,5,PIT,TE,B.Spann-Ford,DAL,4.0,00-0039530
2024,5,KC,WR,M.Tipton,NO,1.2,00-0039623
2024,5,LV,QB,B.Nix,DEN,23.14,00-0039732
2024,5,SF,TE,T.Reiman,ARI,1.5,00-0039737
2024,5,GB,RB,B.Corum,LA,4.3,00-0039738
2024,5,GB,WR,J.Whittington,LA,15.9,00-0039751
2024,5,NYG,TE,A.Barner,SEA,2.3,00-0039793
2024,5,MIN,RB,B.Allen,NYJ,3.8,00-0039794
2024,5,BAL,TE,E.All,CIN,3.0,00-0039814
2024,5,SEA,TE,T.Johnson,NYG,9.8,00-0039847
2024,5,SF,WR,M.Harrison,ARI,5.6,00-0039849
2024,5,LV,WR,T.Franklin,DEN,3.0,00-0039868
2024,5,NE,RB,J.Wright,MIA,8.6,00-0039874
2024,5,HOU,RB,R.Davis,BUF,1.4,00-0039875
2024,5,JAX,WR,A.Mitchell,IND,9.16,00-0039890
2024,5,IND,WR,B.Thomas,JAX,23.2,00-0039893
2024,5,NO,WR,X.Worthy,KC,11.8,00-0039894
2024,5,HOU,WR,K.Coleman,BUF,11.9,00-0039901
2024,5,MIA,WR,J.Polk,NE,2.3,00-0039907
2024,5,CLE,QB,J.Daniels,WAS,19.72,00-0039910
2024,5,CAR,QB,C.Williams,CHI,23.56,00-0039918
2024,5,CAR,WR,R.Odunze,CHI,9.0,00-0039919
2024,6,BUF,QB,A.Rodgers,NYJ,17.76,00-0023459
2024,6,JAX,TE,M.Lewis,CHI,1.2,00-0024243
2024,6,TEN,QB,J.Flacco,IND,13.66,00-0026158
2024,6,ATL,QB,A.Dalton,CAR,14.94,00-0027973
2024,6,CAR,QB,K.Cousins,ATL,12.5,00-0029604
2024,6,BAL,TE,Z.Ertz,WAS,10.8,00-0030061
2024,6,JAX,WR,K.Allen,CHI,21.1,00-0030279
2024,6,IND,WR,D.Hopkins,TEN,9.4,00-0030564
2024,6,SF,QB,G.Smith,SEA,12.48,00-0030565
2024,6,NO,WR,M.Evans,TB,5.4,00-0031408
2024,6,DAL,WR,A.Robinson,DET,0.0,00-0031428
2024,6,PHI,WR,A.Cooper,CLE,8.2,00-0031544
2024,6,WAS,WR,N.Agholor,BAL,3.5,00-0031549
2024,6,NE,WR,S.Diggs,HOU,19.7,00-0031588
2024,6,PIT,RB,A.Abdullah,LV,4.8,00-0032104
2024,6,SF,WR,T.Lockett,SEA,16.5,00-0032211
2024,6,NO,WR,S.Shepard,TB,8.4,00-0032385
2024,6,HOU,TE,A.Hooper,NE,-0.5,00-0032392
2024,6,DAL,WR,K.Raymond,DET,11.3,00-0032464
2024,6,WAS,RB,D.Henry,BAL,25.2,00-0032764
2024,6,IND,WR,T.Boyd,TEN,4.9,00-0033009
2024,6,DET,RB,E.Elliott,DAL,1.7,00-0033045
2024,6,DET,QB,D.Prescott,DAL,3.22,00-0033077
2024,6,HOU,TE,H.Henry,NE,13.1,00-0033090
2024,6,DAL,QB,J.Goff,DET,25.1,00-0033106
2024,6,TEN,TE,M.Alie-Cox,IND,8.1,00-0033217
2024,6,NYJ,WR,C.Samuel,BUF,7.4,00-0033282
2024,6,SEA,TE,G.Kittle,SF,22.8,00-0033288
2024,6,HOU,WR,K.Bourne,NE,2.9,00-0033307
2024,6,DAL,WR,T.Patrick,DET,9.8,00-0033375
2024,6,BUF,WR,M.Williams,NYJ,0.0,00-0033536
2024,6,PHI,QB,D.Watson,CLE,8.42,00-0033537
2024,6,GB,RB,J.Conner,ARI,6.6,00-0033553
2024,6,NYJ,WR,M.Hollins,BUF,7.8,00-0033555
2024,6,ATL,WR,D.Moore,CAR,3.7,00-0033589
2024,6,BAL,WR,N.Brown,WAS,9.8,00-0033591
2024,6,DET,QB,C.Rush,DAL,0.04,00-0033662
2024,6,BAL,RB,A.Ekeler,WAS,10.8,00-0033699
2024,6,NE,RB,D.Ogunbowale,HOU,0.8,00-0033854
2024,6,CHI,TE,E.Engram,JAX,18.2,00-0033881
2024,6,PHI,TE,D.Njoku,CLE,8.1,00-0033885
2024,6,JAX,TE,G.Everett,CHI,0.0,00-0033895
2024,6,NE,RB,J.Mixon,HOU,27.2,00-0033897
2024,6,TB,RB,A.Kamara,NO,17.4,00-0033906
2024,6,NO,WR,C.Godwin,TB,35.5,00-0033921
2024,6,PHI,RB,D.Foreman,CLE,6.7,00-0033925
2024,6,TB,RB,J.Williams,NO,0.7,00-0033948
2024,6,BAL,RB,J.McNichols,WAS,0.9,00-0033955
2024,6,DEN,TE,W.Dissly,LAC,6.6,00-0034159
2024,6,BUF,TE,T.Conklin,NYJ,3.0,00-0034270
2024,6,LAC,WR,C.Sutton,DEN,15.3,00-0034348
2024,6,CLE,TE,D.Goedert,PHI,0.0,00-0034351
2024,6,ATL,TE,I.Thomas,CAR,0.0,00-0034365
2024,6,NE,TE,D.Schultz,HOU,6.7,00-0034383
2024,6,CAR,WR,R.McCloud,ATL,4.3,00-0034407
2024,6,TB,WR,C.Wilson,NO,4.8,00-0034418
2024,6,BUF,WR,A.Lazard,NYJ,23.4,00-0034521
2024,6,WAS,TE,M.Andrews,BAL,15.6,00-0034753
2024,6,CHI,WR,C.Kirk,JAX,6.9,00-0034775
2024,6,WAS,QB,L.Jackson,BAL,18.92,00-0034796
2024,6,JAX,WR,D.Moore,CHI,6.0,00-0034827
2024,6,IND,WR,C.Ridley,TEN,0.9,00-0034837
2024,6,CLE,RB,S.Barkley,PHI,7.4,00-0034844
2024,6,NO,QB,B.Mayfield,TB,25.9,00-0034855
2024,6,NYJ,QB,J.Allen,BUF,24.4,00-0034857
2024,6,PIT,RB,A.Mattison,LV,17.5,00-0034972
2024,6,WAS,RB,J.Hill,BAL,1.4,00-0034975
2024,6,TB,TE,F.Moreau,NO,7.4,00-0034981
2024,6,TEN,WR,A.Dulin,IND,0.0,00-0035021
2024,6,BAL,WR,O.Zaccheaus,WAS,6.7,00-0035208
2024,6,ATL,WR,D.Johnson,CAR,19.8,00-0035216
2024,6,GB,QB,K.Murray,ARI,11.96,00-0035228
2024,6,ATL,RB,M.Sanders,CAR,2.3,00-0035243
2024,6,IND,RB,T.Pollard,TEN,17.8,00-0035261
2024,6,LAC,WR,L.Humphrey,DEN,1.8,00-0035406
2024,6,GB,WR,G.Dortch,ARI,4.6,00-0035500
2024,6,CIN,WR,D.Slayton,NYG,11.7,00-0035535
2024,6,NYJ,RB,T.Johnson,BUF,3.4,00-0035537
2024,6,DAL,RB,C.Reynolds,DET,2.1,00-0035567
2024,6,PIT,WR,A.Bachman,LV,6.1,00-0035602
2024,6,CHI,RB,D.Johnson,JAX,6.4,00-0035628
2024,6,SF,WR,D.Metcalf,SEA,7.8,00-0035640
2024,6,SF,TE,N.Fant,SEA,12.3,00-0035644
2024,6,BAL,WR,T.McLaurin,WAS,23.3,00-0035659
2024,6,CLE,WR,A.Brown,PHI,23.6,00-0035676
2024,6,DAL,RB,D.Montgomery,DET,21.0,00-0035685
2024,6,NYJ,TE,D.Knox,BUF,8.2,00-0035689
2024,6,ARI,RB,J.Jacobs,GB,12.0,00-0035700
2024,6,CIN,QB,D.Jones,NYG,11.8,00-0035710
2024,6,SEA,WR,D.Samuel,SF,20.7,00-0035719
2024,6,HOU,RB,J.Hasty,NE,3.1,00-0035806
2024,6,LV,RB,J.Ward,PIT,1.3,00-0035924
2024,6,SEA,RB,P.Taylor,SF,3.8,00-0035973
2024,6,TB,TE,J.Johnson,NO,7.8,00-0036040
2024,6,DET,RB,R.Dowdle,DAL,10.5,00-0036139
2024,6,DEN,RB,J.Dobbins,LAC,18.2,00-0036158
2024,6,CIN,WR,I.Hodgins,NYG,1.5,00-0036165
2024,6,IND,WR,N.Westbrook-Ikhine,TEN,7.9,00-0036182
2024,6,PIT,WR,K.Wilkerson,LV,9.8,00-0036183
2024,6,CHI,WR,G.Davis,JAX,21.5,00-0036196
2024,6,PIT,TE,H.Bryant,LV,5.4,00-0036232
2024,6,NYG,RB,Z.Moss,CIN,0.5,00-0036251
2024,6,TEN,WR,M.Pittman,IND,12.5,00-0036252
2024,6,SEA,WR,J.Jennings,SF,5.7,00-0036259
2024,6,SEA,WR,B.Aiyuk,SF,5.7,00-0036261
2024,6,ARI,QB,J.Love,GB,25.62,00-0036264
2024,6,SF,WR,L.Shenault,SEA,6.0,00-0036268
2024,6,JAX,RB,D.Swift,CHI,21.9,00-0036275
2024,6,JAX,TE,C.Kmet,CHI,24.0,00-0036290
2024,6,CAR,WR,D.Mooney,ATL,6.8,00-0036309
2024,6,HOU,RB,A.Gibson,NE,7.3,00-0036328
2024,6,DEN,QB,J.Herbert,LAC,13.68,00-0036355
2024,6,DET,WR,C.Lamb,DAL,16.1,00-0036358
2024,6,CLE,QB,J.Hurts,PHI,21.86,00-0036389
2024,6,PHI,WR,J.Jeudy,CLE,4.5,00-0036407
2024,6,NYG,WR,T.Higgins,CIN,14.7,00-0036410
2024,6,NE,RB,C.Akers,HOU,-0.1,00-0036414
2024,6,NYG,QB,J.Burrow,CIN,19.82,00-0036442
2024,6,PIT,WR,D.Turner,LV,5.7,00-0036527
2024,6,WAS,WR,R.Bateman,BAL,11.1,00-0036550
2024,6,ATL,RB,C.Hubbard,CAR,15.3,00-0036555
2024,6,BAL,WR,D.Brown,WAS,2.1,00-0036626
2024,6,DEN,WR,S.Fehoko,LAC,6.4,00-0036646
2024,6,DAL,TE,B.Wright,DET,0.0,00-0036754
2024,6,TEN,TE,K.Granson,IND,0.0,00-0036876
2024,6,PHI,WR,J.Darden,CLE,1.6,00-0036877
2024,6,LV,RB,N.Harris,PIT,20.2,00-0036893
2024,6,LV,TE,P.Freiermuth,PIT,3.6,00-0036894
2024,6,NE,QB,D.Mills,HOU,0.0,00-0036898
2024,6,NYG,WR,J.Chase,CIN,12.2,00-0036900
2024,6,CLE,WR,D.Smith,PHI,15.4,00-0036912
2024,6,CLE,RB,K.Gainwell,PHI,2.3,00-0036919
2024,6,LV,QB,J.Fields,PIT,23.7,00-0036945
2024,6,DAL,WR,A.St. Brown,DET,13.7,00-0036963
2024,6,CAR,TE,K.Pitts,ATL,10.0,00-0036970
2024,6,CHI,QB,T.Lawrence,JAX,17.06,00-0036971
2024,6,CHI,QB,M.Jones,JAX,0.24,00-0036972
2024,6,CHI,RB,T.Etienne,JAX,-0.1,00-0036973
2024,6,PHI,WR,E.Moore,CLE,1.3,00-0036980
2024,6,TEN,RB,T.Sermon,IND,2.9,00-0036984
2024,6,DEN,WR,J.Palmer,LAC,5.8,00-0036988
2024,6,LAC,RB,J.Williams,DEN,4.6,00-0036997
2024,6,CLE,TE,G.Calcaterra,PHI,10.7,00-0037086
2024,6,ARI,WR,B.Melton,GB,4.3,00-0037091
2024,6,TEN,RB,T.Goodson,IND,10.5,00-0037120
2024,6,LV,RB,J.Warren,PIT,4.8,00-0037228
2024,6,CAR,WR,D.London,ATL,19.4,00-0037238
2024,6,TB,WR,C.Olave,NO,-0.5,00-0037239
2024,6,DAL,WR,J.Williams,DET,17.7,00-0037240
2024,6,LV,WR,G.Pickens,PIT,8.3,00-0037247
2024,6,NE,RB,D.Pierce,HOU,14.7,00-0037258
2024,6,NYJ,WR,K.Shakir,BUF,3.9,00-0037261
2024,6,CAR,RB,T.Allgeier,ATL,19.8,00-0037263
2024,6,PHI,RB,J.Ford,CLE,1.4,00-0037267
2024,6,TEN,TE,A.Ogletree,IND,4.4,00-0037292
2024,6,LV,TE,C.Heyward,PIT,1.4,00-0037304
2024,6,DEN,TE,S.Smartt,LAC,2.0,00-0037475
2024,6,SEA,RB,J.Mason,SF,9.2,00-0037525
2024,6,LAC,TE,L.Krull,DEN,3.1,00-0037539
2024,6,TB,WR,R.Shaheed,NO,8.3,00-0037545
2024,6,IND,RB,J.Chestnut,TEN,0.2,00-0037594
2024,6,LV,RB,A.Shampklin,PIT,-0.2,00-0037609
2024,6,DEN,RB,H.Haskins,LAC,0.5,00-0037617
2024,6,TEN,WR,A.Pierce,IND,0.0,00-0037664
2024,6,DET,WR,J.Tolbert,DAL,8.3,00-0037666
2024,6,BUF,WR,G.Wilson,NYJ,24.7,00-0037740
2024,6,CLE,WR,J.Dotson,PHI,3.3,00-0037741
2024,6,IND,WR,T.Burks,TEN,2.0,00-0037742
2024,6,GB,TE,T.McBride,ARI,17.6,00-0037744
2024,6,DET,WR,K.Turpin,DAL,5.0,00-0037801
2024,6,BUF,TE,J.Ruckert,NYJ,2.7,00-0037805
2024,6,IND,TE,C.Okonkwo,TEN,3.6,00-0037809
2024,6,ARI,WR,R.Doubs,GB,19.9,00-0037816
2024,6,SEA,QB,B.Purdy,SF,24.1,00-0037834
2024,6,LV,WR,C.Austin,PIT,5.6,00-0037837
2024,6,WAS,TE,I.Likely,BAL,4.7,00-0037838
2024,6,DET,TE,J.Ferguson,DAL,4.1,00-0038041
2024,6,PHI,RB,P.Strong,CLE,9.8,00-0038098
2024,6,CIN,WR,W.Robinson,NYG,10.0,00-0038117
2024,6,BUF,RB,B.Hall,NYJ,21.9,00-0038120
2024,6,ARI,WR,C.Watson,GB,15.8,00-0038124
2024,6,NO,TE,C.Otton,TB,9.5,00-0038129
2024,6,SF,RB,K.Walker,SEA,20.9,00-0038134
2024,6,ARI,WR,D.Wicks,GB,1.9,00-0038393
2024,6,TEN,TE,W.Mallory,IND,0.0,00-0038394
2024,6,CIN,RB,E.Gray,NYG,1.3,00-0038396
2024,6,JAX,QB,T.Bagent,CHI,-0.3,00-0038416
2024,6,CAR,RB,B.Robinson,ATL,25.5,00-0038542
2024,6,SF,WR,J.Smith-Njigba,SEA,10.3,00-0038543
2024,6,DEN,WR,Q.Johnston,LAC,5.2,00-0038544
2024,6,DAL,QB,H.Hooker,DET,0.66,00-0038550
2024,6,CHI,RB,T.Bigsby,JAX,2.4,00-0038555
2024,6,LV,TE,D.Washington,PIT,1.9,00-0038558
2024,6,GB,WR,M.Wilson,ARI,10.1,00-0038559
2024,6,PIT,WR,T.Tucker,LV,0.0,00-0038563
2024,6,DEN,WR,D.Davis,LAC,3.2,00-0038573
2024,6,PIT,QB,A.O'Connell,LV,11.08,00-0038579
2024,6,IND,TE,J.Whyle,TEN,1.2,00-0038589
2024,6,NYG,RB,C.Brown,CIN,14.4,00-0038597
2024,6,HOU,WR,K.Boutte,NE,14.9,00-0038608
2024,6,NE,WR,X.Hutchinson,HOU,0.0,00-0038618
2024,6,NYG,WR,A.Iosivas,CIN,5.6,00-0038619
2024,6,HOU,WR,D.Douglas,NE,21.2,00-0038621
2024,6,DET,WR,J.Brooks,DAL,2.5,00-0038640
2024,6,TB,RB,J.Mims,NO,3.8,00-0038678
2024,6,ARI,RB,C.Brooks,GB,2.1,00-0038685
2024,6,GB,RB,E.Demercado,ARI,11.4,00-0038705
2024,6,SF,WR,J.Bobo,SEA,3.8,00-0038752
2024,6,LAC,TE,N.Adkins,DEN,1.5,00-0038783
2024,6,LAC,RB,J.McLaughlin,DEN,4.5,00-0038794
2024,6,ARI,RB,E.Wilson,GB,8.3,00-0038797
2024,6,ARI,TE,B.Sims,GB,5.8,00-0038809
2024,6,NO,WR,R.Miller,TB,4.9,00-0038824
2024,6,NYJ,TE,D.Kincaid,BUF,11.1,00-0038933
2024,6,CHI,TE,B.Strange,JAX,2.1,00-0038935
2024,6,CIN,WR,J.Hyatt,NYG,1.6,00-0038938
2024,6,NO,RB,S.Tucker,TB,34.2,00-0038951
2024,6,LAC,WR,M.Mims,DEN,0.0,00-0038976
2024,6,NE,WR,T.Dell,HOU,18.7,00-0038977
2024,6,PHI,WR,C.Tillman,CLE,-0.5,00-0038979
2024,6,ARI,TE,T.Kraft,GB,3.5,00-0038996
2024,6,TEN,WR,J.Downs,IND,19.5,00-0038997
2024,6,JAX,RB,R.Johnson,CHI,5.3,00-0039021
2024,6,IND,RB,T.Spears,TEN,2.7,00-0039032
2024,6,ATL,WR,J.Mingo,CAR,1.1,00-0039062
2024,6,WAS,WR,Z.Flowers,BAL,22.4,00-0039064
2024,6,DAL,TE,S.LaPorta,DET,12.2,00-0039065
2024,6,DAL,RB,J.Gibbs,DET,12.1,00-0039139
2024,6,ARI,WR,J.Reed,GB,14.8,00-0039146
2024,6,IND,QB,W.Levis,TEN,7.3,00-0039152
2024,6,NE,QB,C.Stroud,HOU,18.38,00-0039163
2024,6,SF,RB,Z.Charbonnet,SEA,4.5,00-0039165
2024,6,PIT,TE,B.Bowers,LV,16.1,00-0039338
2024,6,ATL,WR,X.Legette,CAR,11.3,00-0039342
2024,6,BAL,WR,L.McCaffrey,WAS,1.5,00-0039355
2024,6,ATL,TE,J.Sanders,CAR,9.9,00-0039356
2024,6,NE,TE,C.Stover,HOU,0.0,00-0039359
2024,6,NO,RB,B.Irving,TB,18.5,00-0039361
2024,6,SEA,RB,I.Guerendo,SF,9.9,00-0039363
2024,6,DAL,RB,S.Vaki,DET,0.5,00-0039364
2024,6,LAC,RB,A.Estime,DEN,1.3,00-0039373
2024,6,TB,QB,S.Rattler,NO,12.42,00-0039376
2024,6,CIN,RB,T.Tracy,NYG,22.7,00-0039384
2024,6,TB,WR,B.Means,NO,15.5,00-0039386
2024,6,DEN,RB,K.Vidal,LAC,13.1,00-0039391
2024,6,PIT,RB,D.Laube,LV,-2.0,00-0039407
2024,6,DET,WR,R.Flournoy,DAL,0.2,00-0039410
2024,6,LAC,WR,D.Vele,DEN,11.8,00-0039424
2024,6,ATL,WR,J.Coker,CAR,6.0,00-0039491
2024,6,GB,WR,X.Weaver,ARI,0.0,00-0039521
2024,6,TB,WR,M.Tipton,NO,2.5,00-0039623
2024,6,LAC,QB,B.Nix,DEN,20.74,00-0039732
2024,6,HOU,RB,T.Jennings,NE,1.3,00-0039757
2024,6,SF,TE,A.Barner,SEA,2.3,00-0039793
2024,6,BUF,RB,B.Allen,NYJ,0.8,00-0039794
2024,6,NYG,TE,E.All,CIN,3.0,00-0039814
2024,6,CIN,TE,T.Johnson,NYG,6.0,00-0039847
2024,6,GB,WR,M.Harrison,ARI,0.0,00-0039849
2024,6,HOU,QB,D.Maye,NE,19.52,00-0039851
2024,6,NO,WR,J.McMillan,TB,0.0,00-0039855
2024,6,LAC,WR,T.Franklin,DEN,11.6,00-0039868
2024,6,NYJ,RB,R.Davis,BUF,18.2,00-0039875
2024,6,TEN,WR,A.Mitchell,IND,2.9,00-0039890
2024,6,CHI,WR,B.Thomas,JAX,5.7,00-0039893
